,code,trade_year,trade_month,buildfinyear,houseage,buildstyle,area,pricettl,priceper,rooms,manage_y1n0
2632,235,105,11,83,22,3,128.85,15500000,120295.0,2,1
2633,238,105,10,73,32,1,80.8,6265000,77537.0,3,0
2634,238,105,10,96,9,3,81.7,7500000,91799.0,2,1
2635,237,105,9,79,26,1,98.77,5750000,58216.0,2,0
2637,238,105,10,80,25,1,123.72,7500000,60621.0,3,0
2644,237,105,11,86,19,3,109.44,6500000,59393.0,2,1
2645,234,105,9,63,42,1,132.5,12000000,90566.0,4,0
2660,247,105,10,70,35,1,75.0,6900000,92000.0,3,0
2664,235,105,10,67,38,1,62.13,6000000,96572.0,3,0
2667,247,105,10,78,27,1,118.67,9000000,75841.0,4,0
2668,247,105,10,78,27,1,114.34,8230000,71978.0,3,0
2669,247,105,9,76,29,1,49.84,3500000,70225.0,3,0
2670,247,105,10,80,25,2,93.55000000000001,7760000,82941.0,2,1
2671,241,105,10,104,1,3,176.59,21600000,133024.0,3,1
2672,241,105,11,104,1,3,167.67,19730000,130034.0,3,1
2673,241,105,11,65,40,1,43.0,5850000,136047.0,2,0
2674,241,105,10,69,36,2,88.0,8250000,93750.0,2,1
2681,249,102,9,105,-3,3,327.9,37000000,129407.0,3,0
2682,249,102,8,105,-3,3,327.9,41580000,145602.0,3,0
2683,249,102,8,105,-3,3,328.87,31220000,107384.0,3,0
2684,249,102,9,105,-3,3,328.87,33620000,115876.0,3,0
2685,249,102,8,105,-3,3,328.33000000000004,33740000,117356.0,3,0
2686,249,102,9,105,-3,3,328.33000000000004,35300000,123390.0,3,0
2687,249,102,8,105,-3,3,362.51,37800000,126101.0,3,0
2688,249,102,9,105,-3,3,327.61,37400000,131104.0,3,0
2689,249,102,9,105,-3,3,328.58000000000004,33580000,115851.0,3,0
2690,249,102,9,105,-3,3,328.33000000000004,34260000,120141.0,3,0
2691,249,102,8,105,-3,3,328.62,34150000,118808.0,3,0
2692,251,105,10,104,1,3,168.36,9480000,58595.0,3,1
2693,251,105,5,104,1,3,175.38,10320000,61535.0,3,1
2694,252,105,9,81,24,2,180.64,5200000,28787.0,4,0
2696,251,105,11,104,1,3,141.91,7220000,52646.0,3,1
2697,251,105,11,104,1,3,162.13,7760000,51165.0,3,1
2698,251,105,9,104,1,2,164.42000000000002,9200000,55981.0,3,1
2699,251,105,9,104,1,2,165.04,9480000,57006.0,3,1
2700,251,105,9,104,1,2,159.93,8250000,53063.0,3,1
2701,251,105,10,98,7,3,114.4,8350000,72990.0,3,0
2702,252,105,11,86,19,3,63.03,2300000,36491.0,0,1
2703,251,105,9,104,1,3,180.55,14450000,87581.0,3,1
2704,251,105,11,103,2,3,79.7,5650000,70891.0,2,1
2706,251,105,10,88,17,5,42.85,5000000,116686.0,1,1
2707,251,105,11,102,3,3,216.27,11500000,53174.0,3,1
2709,207,105,10,73,32,5,37.400000000000006,640000,17112.0,0,0
2710,207,105,10,73,32,5,38.33,640000,16697.0,0,0
2711,221,105,10,70,35,1,114.54,8500000,74210.0,3,0
2712,221,105,10,85,20,3,116.89,7400000,63307.0,2,1
2713,207,105,11,69,36,1,63.65,1200000,18853.0,3,0
2714,221,105,11,81,24,5,55.72,1560000,27992.0,1,1
2715,221,105,9,95,10,3,109.94,13400000,121885.0,3,1
2716,221,105,10,71,34,1,83.7,3300000,39427.0,3,0
2731,231,105,10,102,3,3,168.06,18610000,110734.0,3,1
2735,231,105,11,102,3,2,209.52999999999997,14330000,70457.0,3,1
2736,231,105,10,64,41,1,92.72,7100000,76575.0,3,0
2739,222,105,11,70,35,1,79.9,3000000,37547.0,0,0
2740,231,105,10,62,43,1,117.53,13500000,114864.0,3,0
2742,236,105,10,77,28,1,103.21,8500000,82356.0,3,0
2743,220,105,10,102,3,3,185.49,15200000,81945.0,3,1
2748,220,105,10,86,19,3,62.57000000000001,9600000,153428.0,2,1
2760,236,105,10,77,28,1,128.52,11500000,89480.0,4,1
2761,236,105,10,83,22,5,32.410000000000004,2770000,85467.0,1,1
2762,220,105,9,68,37,1,47.88,5650000,118003.0,4,0
2764,220,105,9,84,21,3,134.53,10500000,78050.0,3,1
2765,220,105,11,86,19,5,25.32,3200000,126382.0,1,1
2766,220,105,4,85,20,3,154.94,14500000,93585.0,4,1
2773,242,105,10,83,22,2,101.73,10200000,100265.0,4,1
2774,243,105,10,84,21,2,136.22,10600000,77815.0,3,1
2776,242,105,10,88,17,3,142.29,9500000,66765.0,2,1
2781,248,105,10,66,39,1,109.96,13000000,118225.0,0,0
2782,248,105,10,66,39,1,219.92,13000000,59112.0,6,0
2783,242,105,10,82,23,2,175.91,11300000,64237.0,3,1
2784,242,105,10,87,18,3,192.23000000000002,19000000,98840.0,4,1
2787,242,105,10,94,11,3,112.16999999999999,7100000,63297.0,2,1
2791,242,105,10,85,20,3,115.56,10500000,90862.0,3,1
2796,244,105,10,91,14,6,146.06,236421900,1618663.0,2,0
2800,220,105,6,50,55,6,126.0,23100000,183333.0,3,0
2801,220,105,10,50,55,1,86.2,7200000,83527.0,3,0
2803,221,105,10,105,0,3,206.05,20000000,109990.0,3,1
2804,221,105,10,70,35,1,88.25,6600000,74788.0,3,0
2806,231,105,10,81,24,3,58.51,1341483,22927.0,1,0
2807,220,105,11,62,43,1,76.48,15000000,196130.0,3,0
2808,235,105,11,89,16,2,90.96,11600000,127529.0,3,1
2809,235,105,11,90,15,5,39.35,4500000,114358.0,1,1
2810,235,105,10,78,27,3,143.83999999999997,19600000,136263.0,4,1
2812,224,105,10,50,55,1,85.0,2500000,29412.0,3,0
2813,241,105,11,104,1,3,75.35,9500000,126078.0,2,0
2814,221,105,10,87,18,3,73.8,6800000,92141.0,3,1
2815,221,105,10,84,21,3,108.03,10450000,96732.0,3,1
2816,251,105,10,99,6,3,113.60999999999999,5880000,51756.0,3,1
2817,251,105,10,105,0,3,190.45,14630000,87897.0,3,1
2818,251,102,3,105,-3,3,147.09,9900000,76309.0,3,1
2819,251,102,5,105,-3,3,147.86,10700000,83528.0,3,1
2820,251,102,5,105,-3,3,141.68,10280000,84443.0,2,1
2821,251,102,5,105,-3,3,127.8,8700000,82165.0,2,1
2822,251,102,5,105,-3,3,128.42000000000002,8980000,84657.0,2,1
2823,251,102,3,105,-3,3,145.24,10200000,83701.0,2,1
2824,251,102,3,105,-3,3,154.81,10200000,76930.0,3,1
2825,251,102,12,105,-3,3,154.81,10200000,76084.0,3,1
2826,251,102,4,105,-3,3,196.49,13520000,75764.0,3,1
2827,251,102,4,105,-3,3,193.03,13720000,78717.0,3,1
2828,251,105,10,100,5,3,86.67,6480000,74766.0,2,1
2829,231,105,10,87,18,3,49.11,5020000,102220.0,2,1
2830,231,105,11,64,41,1,95.16,9900000,104035.0,3,0
2832,231,105,10,95,10,6,185.51999999999998,14000000,75464.0,4,1
2833,220,105,8,99,6,3,344.03,40600000,125203.0,4,1
2834,220,105,10,98,7,3,124.66,15080000,150999.0,2,1
2835,220,105,10,68,37,1,53.6,5200000,97015.0,4,0
2836,243,105,10,93,12,3,195.33999999999997,17000000,93809.0,4,1
2838,242,105,10,85,20,2,117.12,11250000,96055.0,4,1
2839,242,105,11,97,8,5,54.370000000000005,5800000,106676.0,0,1
2840,220,105,10,50,55,1,109.08,11100000,101760.0,3,0
2843,231,105,11,69,36,1,77.41,6800000,87844.0,3,1
2845,251,105,10,96,9,3,75.94999999999999,8100000,106649.0,1,1
2846,251,105,11,86,19,5,52.67,5200000,98728.0,1,1
2847,241,105,10,98,7,5,59.03,8880000,150432.0,1,1
2848,241,105,10,103,2,2,84.72,11020000,130076.0,2,1
2849,241,105,10,84,21,2,124.93,14200000,113664.0,3,1
2855,231,105,10,88,17,3,128.95,13000000,100814.0,2,1
2856,221,105,10,82,23,2,111.39,8260000,74154.0,2,1
2857,221,105,10,105,0,3,128.75,11050000,99949.0,2,1
2858,221,105,10,105,0,3,110.16,9190000,99924.0,2,1
2859,220,105,10,98,7,3,64.27,5000000,77797.0,3,1
2865,244,105,11,83,22,3,189.13000000000002,14880000,78676.0,4,1
2870,235,105,8,68,37,1,79.1,4450000,56258.0,3,0
2871,251,105,11,97,8,3,188.96,11500000,60859.0,3,0
2872,251,105,10,101,4,3,167.44,9800000,58528.0,4,1
2873,251,105,9,99,6,3,156.49,9000000,57512.0,3,1
2874,251,105,10,69,36,1,82.66,7200000,87104.0,3,0
2875,251,105,11,84,21,3,49.97,1500000,30018.0,1,1
2877,247,105,10,101,4,3,147.49,15620000,105905.0,3,1
2878,242,105,10,83,22,3,157.17,12800000,81440.0,3,1
2882,242,105,10,81,24,5,50.4,5100000,101190.0,1,1
2883,242,105,10,73,32,1,64.36,6000000,93226.0,3,0
2886,242,105,10,66,39,1,68.86,5150000,74789.0,3,0
2887,244,105,10,94,11,3,116.14,8650000,74479.0,2,1
2888,242,105,10,79,26,2,217.85999999999999,15800000,72524.0,4,1
2889,242,105,10,88,17,3,129.68,11400000,87909.0,3,1
2906,242,105,10,88,17,2,110.3,10000000,90662.0,3,1
2913,220,105,11,102,3,3,261.06,33980000,130162.0,4,1
2914,220,105,10,50,55,1,63.62,9000000,141465.0,3,0
2915,220,105,10,84,21,3,128.76,11300000,87760.0,3,1
2916,236,105,10,72,33,1,88.7,7000000,78918.0,3,0
2920,220,105,11,50,55,1,57.44,8750000,152333.0,0,0
2921,220,105,10,79,26,3,198.49,24000000,120913.0,4,1
2922,220,105,10,50,55,1,43.92,2700000,61475.0,3,0
2929,220,105,10,50,55,1,93.66,12000000,128123.0,4,0
2930,220,105,10,67,38,1,63.58,7680000,120793.0,3,0
2932,236,105,10,78,27,1,132.0,9800000,74242.0,3,0
2933,220,105,10,50,55,1,92.62,10000000,107968.0,3,0
2936,236,105,10,81,24,2,100.14,8600000,85880.0,3,1
2937,231,105,10,82,23,6,324.49,35280000,108724.0,6,1
2938,222,105,10,83,22,3,110.84,8500000,76687.0,2,1
2942,231,105,11,50,55,1,80.75,8500000,105263.0,3,0
2944,231,105,11,87,18,1,108.29,5200000,48019.0,2,1
2945,231,105,9,95,10,3,209.57999999999998,34180000,163088.0,4,1
2946,231,105,10,82,23,3,147.84,12000000,81169.0,4,1
2947,231,105,9,98,7,5,49.68,7500000,150966.0,1,1
2951,221,105,10,86,19,3,82.13,7500000,91319.0,2,0
2952,221,105,10,74,31,1,113.46000000000001,6800000,59933.0,3,0
2954,208,105,11,86,19,5,63.47,3000000,47266.0,1,1
2955,221,105,11,69,36,1,92.33,8300000,89895.0,5,0
2956,221,105,11,71,34,1,73.11,5300000,72494.0,3,0
2957,221,105,8,89,16,2,199.76,12800000,64077.0,3,1
2958,221,105,10,105,0,3,212.24,13670000,75335.0,3,1
2959,221,105,10,105,0,3,164.0,10250000,67165.0,3,1
2960,221,105,10,105,0,3,161.24,10450000,69439.0,3,1
2961,251,105,11,82,23,3,72.8,4800000,65934.0,2,1
2963,251,105,8,104,1,2,164.64999999999998,9050000,54828.0,3,1
2965,249,105,11,83,22,3,62.9,4000000,63593.0,2,1
2966,251,105,10,89,16,3,153.49,10220000,66584.0,4,1
2967,251,105,9,104,1,2,174.11,8230000,51394.0,3,1
2968,249,102,9,105,-3,3,328.62,36050000,126149.0,3,0
2969,249,105,11,104,1,3,56.54,4500000,79590.0,1,1
2971,241,105,10,104,1,3,100.66999999999999,13000000,129135.0,2,0
2972,241,105,11,70,35,1,86.0,6500000,75581.0,3,0
2973,241,105,10,72,33,1,88.14,6200000,70343.0,3,0
2974,241,105,10,68,37,1,74.0,5250000,70946.0,0,0
2976,241,105,11,104,1,2,134.13,14710000,130987.0,2,0
2977,235,105,10,67,38,1,73.15,6000000,82023.0,3,0
2980,234,105,10,67,38,1,91.58,7880000,86045.0,3,0
2981,235,105,10,89,16,2,114.41,9400000,82161.0,2,1
2982,234,105,9,70,35,1,129.55,11500000,88769.0,3,0
2984,234,105,10,95,10,3,69.8,11250000,161175.0,2,1
2985,235,105,10,75,30,1,130.37,21300000,163381.0,3,0
2987,235,105,10,88,17,3,92.91,9750000,104940.0,3,1
2988,235,105,10,86,19,3,104.46000000000001,8500000,81371.0,3,1
2993,235,105,10,85,20,2,219.18,27880000,127201.0,2,1
2994,235,105,10,80,25,3,176.89,16560000,93618.0,3,1
2996,234,105,10,67,38,1,118.88,14500000,121972.0,6,0
2999,239,105,10,50,55,1,81.32,2000000,24594.0,2,0
3000,237,105,10,84,21,2,95.46000000000001,5450000,57092.0,3,1
3002,238,105,11,50,55,1,77.37,5500000,71087.0,3,0
3004,237,105,10,50,55,6,133.5,4800000,35955.0,4,0
3005,237,105,10,83,22,3,117.87,7300000,61933.0,2,1
3006,237,105,10,84,21,2,90.83,4750000,52295.0,2,1
3007,237,105,10,95,10,3,71.31,5300000,74323.0,2,1
3010,237,105,10,69,36,1,75.46,3500000,46382.0,0,0
3014,238,105,10,91,14,3,129.11,12000000,92944.0,3,1
3015,239,105,11,69,36,1,69.64,4000000,57438.0,3,0
3017,237,105,10,91,14,3,118.16,9100000,77014.0,3,1
3018,239,105,10,50,55,6,84.0,8250000,98214.0,3,0
3025,234,105,10,84,21,3,66.76,9080000,136010.0,2,1
3027,234,105,11,78,27,2,156.61,15800000,100888.0,3,0
3029,235,105,11,71,34,1,112.69,4000000,35496.0,3,0
3030,235,105,9,63,42,1,67.57,6100000,90277.0,3,0
3032,235,105,10,64,41,1,96.23,10200000,105996.0,3,0
3033,234,105,10,67,38,1,80.14,9360000,116796.0,2,0
3034,235,105,10,97,8,3,110.91,12000000,108196.0,3,1
3035,234,105,10,78,27,2,167.79000000000002,17100000,101913.0,3,1
3036,241,105,10,66,39,1,76.0,8300000,109211.0,1,0
3037,241,105,9,102,3,3,248.55,31580000,151286.0,3,1
3038,241,105,10,73,32,1,82.22,7680000,93408.0,3,0
3040,241,105,10,102,3,3,103.46000000000001,13180000,127392.0,2,1
3041,241,105,11,98,7,3,168.37,20300000,120568.0,3,1
3042,241,105,10,102,3,3,103.46000000000001,12500000,120820.0,2,1
3043,241,105,10,97,8,3,119.27,13000000,108996.0,2,1
3045,241,105,8,71,34,1,71.15,6800000,95573.0,2,0
3046,241,105,10,69,36,1,85.0,6300000,74118.0,3,0
3048,247,105,10,65,40,1,81.0,6300000,77778.0,3,0
3049,251,105,11,104,1,3,190.10000000000002,9400000,56949.0,3,1
3050,251,105,11,104,1,3,190.38,9000000,53675.0,3,1
3051,251,105,10,101,4,3,139.23000000000002,9600000,68951.0,3,1
3052,251,105,10,104,1,2,176.85,8790000,54441.0,3,1
3053,251,105,10,97,8,5,52.12,5500000,105526.0,1,1
3054,252,105,11,87,18,3,62.26,1750000,28112.0,2,1
3056,221,105,11,85,20,3,162.62,10080000,61985.0,0,1
3057,221,105,11,82,23,3,130.89,8500000,64940.0,3,1
3058,221,105,10,89,16,3,149.24,8910000,59706.0,2,1
3060,221,105,10,86,19,3,64.2,6360000,99065.0,2,1
3063,221,105,10,78,27,1,114.69,7300000,63650.0,3,0
3065,221,105,11,85,20,3,63.78,4700000,73691.0,2,1
3066,221,105,11,84,21,3,64.1,6300000,98284.0,1,0
3067,231,104,12,65,39,1,39.6,5000000,126263.0,2,0
3069,231,105,10,84,21,3,97.29,12870000,132285.0,3,1
3070,231,105,10,65,40,1,79.2,9700000,122475.0,3,0
3071,231,105,10,88,17,3,97.97,11000000,112279.0,4,1
3074,236,105,9,70,35,1,106.01,6880000,64900.0,3,0
3075,220,105,10,50,55,1,98.99,10600000,107082.0,3,0
3076,220,105,11,99,6,5,42.49,8930000,210167.0,1,1
3077,220,105,10,87,18,5,35.43,4340000,122495.0,1,1
3079,220,105,11,99,6,3,54.15,11680000,215697.0,1,1
3080,220,105,10,99,6,3,460.15,85000000,184722.0,4,1
3081,220,105,10,69,36,1,84.87,9180000,108165.0,3,0
3082,220,105,10,79,26,1,126.06,9050000,71791.0,3,0
3083,236,105,10,84,21,3,89.82,8200000,91294.0,2,1
3084,220,105,10,84,21,3,135.97,18000000,132382.0,3,1
3085,220,105,10,50,55,1,70.98,10000000,140885.0,3,0
3086,220,105,11,99,6,3,134.76,20380000,151232.0,4,1
3087,220,105,11,99,6,3,134.76,20380000,151232.0,4,1
3094,242,105,10,84,21,2,96.57000000000001,5700000,59025.0,2,0
3095,242,105,11,63,42,1,103.37,13000000,125762.0,3,0
3112,242,105,10,84,21,3,78.56,6900000,87831.0,2,1
3119,242,105,10,63,42,1,75.7,4120000,54425.0,1,0
3121,242,105,9,94,11,3,106.75,7200000,67447.0,2,1
3124,242,105,10,94,11,3,81.7,10200000,124847.0,2,1
3125,251,105,11,78,27,1,23.79,1110000,46658.0,1,0
3126,234,105,10,65,40,1,77.67,10380000,133642.0,2,0
3132,220,105,11,84,21,2,106.05,9000000,84866.0,3,1
3134,237,105,10,94,11,3,157.47000000000003,11880000,75443.0,3,1
3136,220,105,10,86,19,3,150.26999999999998,4711000,31350.0,2,1
3137,238,105,10,69,36,1,95.66,6500000,67949.0,3,0
3138,247,105,10,68,37,1,99.0,7800000,78788.0,3,0
3139,235,105,10,67,38,1,80.35,7100000,88363.0,5,0
3140,221,105,10,83,22,5,31.720000000000002,3300000,104035.0,1,1
3141,221,105,10,94,11,2,160.47,13600000,107124.0,3,1
3142,251,105,10,81,24,3,207.26,13100000,69831.0,4,1
3143,231,105,10,71,34,1,111.63,7800000,69874.0,3,0
3144,231,105,10,70,35,1,91.88,9500000,103396.0,3,0
3145,236,105,10,70,35,1,102.61,7400000,72118.0,4,0
3146,220,105,10,99,6,3,41.03,8680000,211553.0,2,1
3147,220,105,11,103,2,3,140.43,15900000,127687.0,2,1
3148,243,105,9,84,21,2,127.18,11100000,87278.0,5,0
3149,242,105,10,89,16,2,120.2,13200000,109817.0,3,1
3153,242,105,10,89,16,2,149.1,14000000,93897.0,3,1
3155,242,105,10,88,17,3,75.7,6260000,82695.0,3,1
3157,236,105,11,85,20,3,94.27,9800000,103957.0,3,1
3158,231,105,10,101,4,3,77.98,12300000,157733.0,2,1
3159,231,105,10,102,3,3,309.37,30600000,103692.0,4,1
3160,231,105,8,94,11,3,165.33999999999997,18600000,112495.0,3,1
3161,231,105,10,85,20,3,105.77,12500000,118181.0,3,1
3162,251,102,10,105,-3,3,154.81,10200000,76930.0,3,1
3163,221,105,10,96,9,3,53.68,6500000,121088.0,2,1
3164,221,105,11,85,20,3,82.62,7930000,95982.0,2,1
3165,221,105,10,98,7,2,173.17,12000000,69296.0,3,1
3166,251,102,3,105,-3,3,154.81,9830000,73802.0,3,1
3167,251,105,10,78,27,1,113.53999999999999,5280000,46503.0,5,0
3168,251,102,3,105,-3,3,143.55,8430000,68485.0,2,1
3169,251,102,5,105,-3,3,143.70999999999998,10580000,85642.0,2,1
3170,251,102,12,105,-3,3,143.76,8830000,72081.0,2,1
3171,251,102,3,105,-3,3,226.97,15000000,79906.0,3,1
3172,251,102,3,105,-3,3,154.81,9470000,69913.0,3,1
3173,251,103,1,105,-2,3,148.76,9500000,74840.0,3,1
3174,251,103,4,105,-2,3,190.45,12950000,76333.0,3,1
3175,251,105,6,105,0,3,125.58,9300000,88704.0,2,1
3176,251,105,9,105,0,3,154.81,10120000,76253.0,3,1
3177,251,105,9,105,0,3,161.71,11480000,80518.0,3,1
3178,251,105,1,105,0,3,145.24,9000000,72664.0,2,1
3181,241,105,10,69,36,1,106.0,8000000,75472.0,3,0
3182,241,105,10,93,12,3,138.41,17300000,124991.0,4,1
3183,247,105,10,73,32,1,98.96,8200000,82862.0,2,0
3184,247,105,10,102,3,3,88.75999999999999,10940000,123254.0,2,1
3186,239,105,10,96,9,3,118.19,11300000,95609.0,4,1
3187,235,105,9,78,27,1,162.83,15000000,92121.0,4,1
3189,231,105,10,85,20,3,90.25,4800000,53186.0,3,1
3191,220,105,11,84,21,2,117.41999999999999,8000000,68131.0,3,0
3194,220,105,10,88,17,2,25.13,830000,33041.0,3,1
3195,242,105,11,73,32,1,42.8,1950000,45561.0,3,0
3204,220,105,10,65,40,1,66.3,10000000,150830.0,2,0
3209,235,105,10,60,45,1,66.0,5600000,84848.0,2,0
3214,251,105,10,99,6,2,278.93,19880000,71272.0,3,0
3215,252,105,11,83,22,2,123.44,3000000,24303.0,3,1
3218,244,105,9,96,9,3,156.54000000000002,11000000,70270.0,3,1
3219,242,105,11,69,36,1,88.56,5200000,58717.0,3,0
3222,242,105,11,70,35,1,86.24,7500000,86967.0,3,0
3223,244,105,10,95,10,3,153.3,10300000,67189.0,3,1
3224,248,105,10,68,37,6,18.82,980000,52072.0,1,0
3225,242,105,11,84,21,5,25.36,2800000,110410.0,1,1
3228,244,105,9,96,9,2,139.42,9200000,65988.0,3,1
3232,236,105,10,50,55,1,96.94,8800000,90778.0,3,0
3233,220,105,10,50,55,1,86.14,9700000,112607.0,3,0
3234,220,105,11,84,21,3,77.71000000000001,11500000,147986.0,2,1
3237,236,105,11,83,22,5,45.78,5300000,115771.0,1,1
3238,236,105,11,87,18,3,181.19,13000000,71748.0,0,1
3249,248,105,10,88,17,2,88.4,6250000,70701.0,2,1
3252,231,105,11,50,55,1,69.24,8850000,127816.0,2,0
3253,231,105,10,72,33,6,97.41,12600000,129350.0,4,1
3254,231,105,10,93,12,2,128.21,12500000,97496.0,3,1
3255,231,105,11,82,23,3,33.76,2800000,82938.0,0,1
3258,231,105,10,81,24,5,60.43,5000000,82740.0,1,1
3259,231,105,10,76,29,1,110.91,6920000,62393.0,3,0
3260,231,105,9,103,2,3,155.39,22350000,147929.0,3,1
3261,231,105,10,102,3,2,140.82,9290000,69550.0,3,1
3262,231,105,11,102,3,2,113.64,8010000,70486.0,3,1
3263,231,105,11,102,3,2,140.76999999999998,9790000,69546.0,3,0
3264,231,105,10,83,22,6,321.67,14800000,46010.0,6,1
3265,231,105,10,71,34,6,238.91,36000000,150684.0,6,1
3267,231,105,11,84,21,2,107.83,9920000,91997.0,3,1
3268,221,105,11,88,17,3,90.72999999999999,4900000,54006.0,2,1
3269,221,105,9,83,22,3,77.49,6600000,85172.0,3,1
3270,207,105,11,67,38,1,76.0,1000000,13158.0,2,0
3271,221,105,10,81,24,2,123.28,11500000,93276.0,3,1
3273,251,105,11,105,0,3,238.47000000000003,14330000,60091.0,4,1
3274,251,105,11,105,0,3,176.54000000000002,9000000,50980.0,3,1
3275,251,105,11,98,7,3,116.85,6250000,53487.0,2,1
3276,251,105,11,88,17,5,41.730000000000004,2600000,62305.0,1,1
3278,251,105,11,104,1,3,161.12,7710000,50908.0,3,1
3279,251,105,11,104,1,3,160.64999999999998,7710000,50705.0,3,1
3280,251,105,11,104,1,3,128.66,5500000,44087.0,2,1
3281,251,105,11,104,1,3,161.12,7400000,48114.0,3,1
3282,252,105,11,85,20,2,176.12,4200000,23847.0,3,1
3283,252,105,11,84,21,2,90.83999999999999,2850000,31374.0,2,1
3284,251,105,10,100,5,3,340.28,18000000,52898.0,4,1
3285,251,105,11,104,1,3,158.24,8300000,53580.0,3,1
3286,251,105,11,104,1,3,158.71,8280000,54004.0,3,1
3289,241,105,11,102,3,3,70.39,10220000,145191.0,2,1
3290,241,105,10,66,39,1,83.0,7600000,91566.0,3,0
3291,247,105,10,89,16,3,80.98,10000000,123487.0,3,1
3292,247,105,10,77,28,1,99.58,8300000,83350.0,3,0
3294,241,105,10,104,1,3,303.9,39180000,136892.0,4,1
3295,241,105,11,104,1,3,336.22,40300000,134011.0,4,1
3296,224,105,11,82,23,1,100.53999999999999,3000000,29839.0,3,0
3297,247,105,10,69,36,1,84.0,7200000,85714.0,3,0
3298,247,105,10,73,32,1,98.96,9400000,94988.0,4,0
3303,241,105,11,104,1,3,86.36,13000000,150533.0,2,1
3304,247,105,10,76,29,1,115.05,9500000,82573.0,3,0
3305,247,105,11,75,30,1,92.87,3466506,37326.0,3,0
3306,241,105,10,96,9,3,119.18,12600000,105722.0,2,1
3307,241,105,11,104,1,3,156.12,27070000,180911.0,3,1
3308,234,105,10,79,26,2,116.28,14750000,126849.0,3,0
3311,234,105,10,85,20,3,69.11,11000000,159167.0,2,1
3313,235,105,10,78,27,1,107.16,9500000,88652.0,3,0
3314,234,105,10,84,21,2,90.57000000000001,14600000,161201.0,3,0
3315,234,105,11,61,44,1,70.57,7600000,107694.0,4,0
3319,234,105,11,76,29,1,104.45,5100000,48827.0,3,0
3321,234,105,10,54,51,6,75.0,13500000,180000.0,3,0
3326,234,105,10,83,22,3,164.38000000000002,14550000,88514.0,3,1
3327,235,105,10,83,22,1,111.72,9050000,81006.0,3,0
3328,235,105,8,68,37,1,83.9,8500000,101311.0,2,0
3331,238,105,10,89,16,2,46.25,3800000,82162.0,2,0
3351,238,105,11,96,9,3,155.11,10000000,64470.0,3,1
3352,237,105,10,83,22,2,103.72,4400000,42418.0,3,1
3353,238,105,11,86,19,3,103.19,6750000,65413.0,3,1
3355,238,105,10,84,21,3,101.2,6700000,66206.0,3,1
3362,242,105,10,83,22,2,137.73,12500000,90757.0,3,1
3363,248,105,11,97,8,2,210.07999999999998,10800000,51409.0,4,1
3364,244,105,11,72,33,1,122.05,11500000,94224.0,9,0
3365,242,105,10,85,20,2,154.45,11800000,76400.0,4,1
3366,242,105,11,73,32,1,83.18,6650000,79947.0,3,0
3368,243,105,11,68,37,1,81.09,5800000,71525.0,3,0
3377,244,105,10,85,20,3,152.3,8500000,55811.0,3,1
3378,220,105,11,104,1,3,267.48,45430000,175465.0,4,1
3382,236,105,9,84,21,3,122.06,10800000,88481.0,3,1
3383,220,105,11,84,21,2,107.89999999999999,10500000,97312.0,3,1
3384,236,105,11,83,22,5,51.97,3920000,75428.0,1,1
3385,220,105,11,69,36,1,66.8,6550000,98054.0,3,0
3386,220,105,10,85,20,3,80.72,8400000,104063.0,2,1
3387,220,105,10,66,39,1,51.75,6500000,125604.0,3,0
3388,220,105,9,86,19,2,146.0,16500000,113014.0,3,1
3389,220,105,10,50,55,1,73.52,7900000,107454.0,3,0
3390,236,105,11,103,2,3,162.57,18600000,124795.0,3,0
3391,220,105,10,100,5,3,217.60000000000002,31350000,161933.0,4,1
3393,220,105,11,98,7,3,134.32,11800000,87850.0,3,1
3394,220,105,10,102,3,3,164.99,11500000,69701.0,3,1
3401,220,105,10,69,36,1,57.63,10000000,173521.0,2,0
3407,220,105,9,64,41,1,82.32,7000000,85034.0,2,0
3409,236,105,10,72,33,1,75.27,5950000,79049.0,3,0
3410,220,105,9,100,5,3,218.44,31980000,165206.0,4,1
3411,220,105,9,100,5,3,165.59,23750000,168325.0,3,1
3412,220,105,8,100,5,3,165.74,24580000,173798.0,3,1
3416,208,105,11,70,35,6,233.35,10980000,47054.0,5,1
3417,207,105,10,89,16,3,57.540000000000006,1500000,26069.0,1,0
3418,221,105,10,89,16,2,144.09,8600000,59685.0,3,1
3419,221,105,10,88,17,3,158.34,10800000,68203.0,3,1
3422,221,105,11,85,20,3,189.74,12300000,64826.0,3,1
3424,221,105,10,84,21,1,151.96,5400000,35536.0,3,1
3425,231,105,10,90,15,3,84.5,12350000,146154.0,2,1
3432,237,105,10,93,12,5,29.05,2200000,75731.0,1,1
3433,237,105,11,97,8,3,128.09,8700000,67921.0,2,1
3434,237,105,10,83,22,3,89.80000000000001,5500000,61247.0,2,1
3435,237,105,11,96,9,3,159.86,11400000,71312.0,3,1
3436,237,105,11,84,21,2,103.58,6200000,59857.0,3,0
3440,235,105,10,69,36,1,88.98,10100000,113509.0,3,0
3443,235,105,11,86,19,3,30.869999999999997,4700000,152251.0,1,1
3447,235,105,11,70,35,1,94.51,9800000,103693.0,3,0
3448,234,105,10,81,24,3,154.22,19300000,125146.0,4,1
3450,235,105,10,68,37,1,84.7,6900000,81464.0,3,0
3451,235,105,11,66,39,1,86.96,10250000,117870.0,4,0
3452,234,105,10,63,42,1,81.04,10500000,129566.0,3,0
