,code,trade_year,trade_month,buildfinyear,houseage,buildstyle,area,pricettl,priceper,rooms,manage_y1n0
191,247,105,9,88,17,3,94.92999999999999,8500000,89540.0,4,0
192,247,105,10,90,15,3,103.00999999999999,12400000,120377.0,3,1
193,241,105,8,97,8,3,146.2,13500000,92339.0,2,1
194,247,105,9,77,28,1,98.29,10100000,102757.0,4,0
195,247,105,9,102,3,3,160.95,17250000,107176.0,3,1
198,247,105,9,80,25,2,78.34,8880000,113352.0,2,0
199,247,105,9,69,36,1,81.0,7000000,86420.0,2,0
200,247,105,9,66,39,1,72.0,7600000,105556.0,3,0
201,234,105,10,66,39,1,86.66,3700000,42696.0,3,0
202,235,105,9,95,10,5,81.98,15380000,187607.0,1,1
203,234,105,10,95,10,3,68.07,9680000,142207.0,2,1
205,235,105,10,94,11,3,93.07,12500000,134308.0,2,1
211,239,105,9,50,55,6,106.22,9100000,85671.0,2,0
212,237,105,10,50,55,3,74.25999999999999,5120000,68947.0,2,1
214,239,105,10,85,20,3,88.86000000000001,5500000,61895.0,3,1
218,238,105,10,74,31,1,124.83,9700000,77706.0,4,0
223,220,105,9,93,12,3,197.36,24120000,122213.0,4,1
224,242,105,9,83,22,3,81.0,9000000,111111.0,3,1
225,231,105,10,95,10,2,92.64999999999999,7600000,82029.0,3,1
227,221,105,8,98,7,3,154.86,15700000,101382.0,3,1
228,251,105,9,83,22,3,178.11,15800000,88709.0,2,1
229,251,105,8,102,3,2,223.18,12400000,55561.0,4,1
230,251,105,10,85,20,3,130.05,6850000,51592.0,3,1
231,228,105,9,50,55,6,159.36,3980000,24975.0,4,0
232,241,105,8,98,7,3,164.29000000000002,18250000,111084.0,3,1
233,241,105,10,81,24,2,143.66,17580000,122372.0,4,1
234,241,105,8,86,19,3,140.22,14300000,101983.0,3,1
235,234,105,9,84,21,3,115.29,16750000,145286.0,3,1
236,234,105,10,82,23,5,40.82,5380000,131798.0,1,1
237,235,105,4,67,38,1,78.38,7000000,89308.0,3,0
238,235,105,9,96,9,3,161.68,18880000,114939.0,4,1
239,235,105,10,70,35,1,99.58,7500000,75316.0,3,0
242,236,105,10,68,37,1,71.55,6680000,93361.0,3,0
243,220,105,9,96,9,3,384.12,50000000,130168.0,4,1
246,242,105,10,66,39,1,93.02,12200000,131155.0,2,0
247,231,105,10,50,55,1,52.8,3452100,65381.0,3,0
254,251,105,10,96,9,3,33.84,2450000,72400.0,1,1
258,224,105,9,65,40,1,54.89,1400000,25506.0,2,0
259,241,105,10,89,16,3,121.93,13500000,110719.0,4,1
260,241,105,9,70,35,1,36.0,3225000,89583.0,2,0
261,235,105,9,70,35,1,65.59,2815412,42924.0,3,0
264,239,105,10,50,55,1,95.91,2000000,20853.0,3,0
266,237,105,9,94,11,3,102.66,6800000,66238.0,2,1
269,252,105,8,71,34,6,157.74,7000000,44377.0,0,0
270,251,105,10,81,24,2,128.51000000000002,11500000,89487.0,2,0
271,251,105,10,84,21,3,132.02,7280000,55143.0,3,1
273,231,105,9,81,24,3,88.7,8050000,90745.0,3,1
276,220,105,8,72,33,1,82.5,4040000,48970.0,3,0
277,235,105,9,70,35,1,71.82,6080000,84656.0,3,0
278,235,105,9,86,19,2,115.01,13600000,118251.0,3,0
280,235,105,9,70,35,1,111.98,10680000,95374.0,9,0
281,234,105,9,67,38,2,98.87,10400000,105189.0,3,1
282,235,105,9,82,23,3,128.98,17200000,133354.0,4,1
284,251,105,9,97,8,3,163.01999999999998,7500000,46007.0,1,1
285,251,105,10,92,13,3,113.32000000000001,11500000,105294.0,3,1
287,231,105,9,67,38,1,100.19,11650000,116279.0,3,0
289,242,105,9,62,43,7,157.52,23850000,151409.0,3,0
290,244,105,9,97,8,3,123.71000000000001,7800000,63051.0,2,1
291,220,105,9,66,39,1,73.74,6690000,90724.0,2,0
295,238,105,10,50,55,1,59.46,4300000,72318.0,2,0
297,238,105,10,97,8,2,317.94,23500000,73913.0,5,1
298,239,105,10,95,10,2,155.16,9800000,63161.0,3,1
299,237,105,10,84,21,5,35.71,2300000,64408.0,1,1
300,237,105,9,89,16,1,176.07999999999998,5700000,32372.0,4,1
301,237,105,10,96,9,3,208.07999999999998,14200000,68243.0,3,1
302,238,105,9,91,14,3,161.64999999999998,11680000,72255.0,3,1
309,235,105,9,76,29,3,112.01,12800000,114276.0,3,1
311,234,105,9,65,40,1,61.19,9800000,160157.0,2,0
314,235,105,9,79,26,1,116.28,9880000,84967.0,3,0
315,235,105,10,65,40,1,84.68,9500000,112187.0,3,0
318,247,105,9,88,17,3,133.10999999999999,12500000,93907.0,3,1
319,241,105,10,94,11,5,41.86,5200000,124224.0,1,1
321,241,105,10,68,37,1,101.0,7800000,77228.0,2,0
322,241,105,10,65,40,5,31.0,3000000,96774.0,1,0
323,241,105,10,99,6,5,47.39,6100000,128719.0,1,1
324,241,105,10,77,28,1,30.38,5000000,164582.0,0,0
325,247,105,10,102,3,3,115.43,17000000,147263.0,4,1
326,224,105,8,50,55,6,90.26,4500000,49856.0,4,0
327,224,105,9,50,55,6,105.9,3300000,31161.0,5,0
329,251,105,10,105,0,3,128.2,7300000,56828.0,2,1
330,251,105,10,105,0,3,128.2,7160000,56473.0,2,1
331,251,105,10,105,0,3,167.72,8250000,48887.0,3,1
332,251,105,10,105,0,3,167.72,8000000,47153.0,3,1
333,251,105,10,105,0,3,119.77,6670000,55380.0,2,1
334,252,105,10,83,22,2,142.33,3380000,23748.0,3,1
335,251,105,8,104,1,2,146.12,7800000,54551.0,2,1
336,251,105,8,104,1,2,153.5,7980000,52189.0,3,1
337,251,105,10,101,4,3,207.64000000000001,10900000,52495.0,4,1
339,251,105,10,103,2,2,113.78,8500000,74706.0,1,1
340,252,105,10,85,20,3,100.96,2400000,23772.0,2,0
342,251,105,10,104,1,2,176.16,8800000,55251.0,3,1
343,251,105,9,104,1,2,176.85,8930000,55095.0,3,1
344,251,105,9,98,7,3,44.7,4050000,90604.0,1,1
345,251,105,9,86,19,3,139.16,5900000,42397.0,3,1
346,207,105,10,86,19,3,39.84,1450000,36396.0,0,1
347,221,105,9,105,0,3,130.18,15900000,122139.0,3,1
348,221,105,10,88,17,3,134.86,11300000,83791.0,5,1
349,221,105,10,84,21,3,145.74,13330000,92301.0,3,1
350,221,105,10,88,17,3,100.84,10500000,104125.0,3,1
351,221,105,9,84,21,3,124.63,8500000,68202.0,3,1
352,221,105,10,85,20,2,129.79,7350000,56630.0,3,1
353,221,105,9,102,3,3,345.07000000000005,30300000,87808.0,3,1
354,221,105,9,102,3,3,345.79999999999995,30000000,86755.0,3,1
355,221,105,9,102,3,3,317.57,28500000,89744.0,4,1
356,221,105,10,79,26,1,122.53999999999999,9800000,79974.0,4,0
358,231,105,10,81,24,2,99.53,8000000,80378.0,3,0
359,231,105,7,67,38,1,91.53,10000000,109254.0,3,1
360,231,105,10,70,35,1,117.08,6800000,58080.0,3,1
361,231,105,9,91,14,3,139.01999999999998,19640000,141275.0,2,1
364,231,105,10,71,34,1,30.23,2000000,66159.0,1,1
365,231,105,10,89,16,3,183.23,22800000,124434.0,4,1
366,231,105,9,92,13,3,138.82,18100000,130385.0,3,1
368,248,105,10,69,36,1,100.65,12000000,119225.0,0,0
371,242,105,7,66,39,1,81.33,7800000,95906.0,3,0
375,244,105,9,74,31,1,67.74,3560000,52554.0,2,0
376,242,105,9,67,38,1,80.33,6500000,80916.0,2,0
377,243,105,10,69,36,1,98.38,5600000,56922.0,3,0
378,244,105,9,98,7,2,123.19,10880000,88319.0,2,1
380,244,105,10,78,27,3,200.45,11000000,54877.0,3,1
381,242,105,10,84,21,3,32.02,2730000,85259.0,1,1
382,244,105,10,94,11,3,102.65,5000000,48709.0,3,1
383,244,105,10,97,8,3,159.43,11400000,71505.0,3,1
384,244,105,10,95,10,3,147.12,10800000,73409.0,3,1
386,220,105,7,62,43,1,52.2,5000000,95785.0,2,0
387,220,105,10,50,55,1,118.58,12000000,101198.0,4,0
394,220,105,9,50,55,1,64.8,6000000,92593.0,2,0
396,220,105,10,50,55,1,79.32,6250000,78795.0,3,0
397,220,105,9,69,36,1,88.5,14800000,167232.0,2,0
398,236,105,10,76,29,1,102.09,10500000,102850.0,3,0
399,220,105,9,87,18,2,113.47999999999999,8900000,78428.0,3,1
404,242,105,10,66,39,1,46.47,4000000,86077.0,2,0
405,242,105,9,84,21,2,105.82000000000001,10300000,97335.0,3,0
415,242,105,10,66,39,1,80.65,5800000,71916.0,4,0
416,242,105,9,88,17,7,141.78,16850000,154094.0,3,1
425,242,105,10,79,26,1,113.23,7600000,67120.0,3,0
427,242,105,10,88,17,3,161.57999999999998,14700000,90977.0,4,1
429,231,105,10,87,18,6,290.84,19800000,68079.0,5,0
430,231,105,10,81,24,1,131.36,4600000,35018.0,3,1
431,231,105,10,95,10,6,196.56,13680000,69597.0,4,1
432,231,105,10,70,35,1,107.9,4600000,42632.0,3,0
433,231,105,9,85,20,3,148.83,7300000,49049.0,3,1
434,221,105,10,88,17,5,41.71,2610000,62575.0,1,1
435,221,105,10,83,22,2,129.68,11730000,90453.0,4,1
436,221,105,10,69,36,1,74.24,6250000,84186.0,3,0
437,221,105,9,105,0,3,167.89999999999998,11500000,74801.0,3,1
438,221,105,9,105,0,3,84.82,6050000,71328.0,2,1
439,221,105,10,105,0,3,120.17,7380000,69527.0,2,1
440,221,105,10,105,0,3,128.56,8380000,73975.0,2,1
441,221,105,10,105,0,3,120.17,7800000,74452.0,2,1
442,251,105,10,86,19,2,114.2,8500000,74431.0,3,0
443,251,105,10,100,5,3,108.9,5750000,52801.0,2,1
444,251,105,9,84,21,3,192.83999999999997,10000000,51856.0,4,1
445,253,105,9,70,35,1,112.98,2100000,18587.0,2,0
446,251,105,10,104,1,3,158.87,7640000,51260.0,3,1
447,251,105,9,104,1,3,221.36,11700000,59825.0,4,1
451,247,105,10,87,18,2,100.46000000000001,3400000,33844.0,3,1
452,247,105,8,99,6,3,302.02,29000000,96020.0,4,1
453,241,105,7,70,35,1,86.44,8500000,98334.0,3,0
454,241,105,9,85,20,2,64.98,7000000,107725.0,3,0
455,241,105,9,67,38,1,71.0,6300000,88732.0,3,0
456,247,105,10,88,17,1,132.26,10900000,82413.0,4,0
458,241,105,10,104,1,3,124.78999999999999,17500000,140236.0,3,1
459,241,105,10,104,1,2,134.13,15000000,133862.0,2,0
460,235,105,9,84,21,3,69.78,10350000,148323.0,3,1
461,235,105,10,86,19,5,36.87,5200000,141036.0,1,1
462,235,105,10,65,40,6,64.8,10200000,157407.0,3,0
463,235,105,10,72,33,1,83.52,8250000,98779.0,5,0
464,235,105,9,89,16,3,122.62,12870000,104958.0,2,1
465,235,105,9,93,12,3,71.62,12000000,167551.0,2,1
466,235,105,10,60,45,5,40.0,4000000,100000.0,1,0
469,235,105,9,87,18,5,55.370000000000005,7150000,129131.0,1,0
474,239,105,9,84,21,2,155.57,6200000,39853.0,3,1
480,220,105,9,96,9,3,142.0,17500000,128184.0,3,1
481,220,105,9,86,19,3,80.96000000000001,12400000,153162.0,2,1
482,248,105,10,97,8,2,188.51,8700000,46151.0,3,1
484,242,105,9,94,11,3,127.36,12750000,100110.0,3,1
487,242,105,10,85,20,3,106.39999999999999,9500000,89286.0,3,1
488,231,105,4,79,26,1,198.21,11300000,57010.0,4,1
489,231,105,10,67,38,1,78.95,12500000,158328.0,3,0
490,231,105,9,98,7,3,148.9,25080000,168435.0,4,1
491,221,105,9,88,17,3,94.19,6980000,74106.0,2,1
492,221,105,10,85,20,2,115.43,9700000,84034.0,2,1
494,235,105,10,68,37,1,84.5,7800000,92308.0,3,0
495,235,105,9,91,14,3,49.56,7100000,143261.0,2,1
497,247,105,10,70,35,1,93.0,7800000,83871.0,3,0
499,220,105,9,61,44,6,90.72,12000000,132275.0,5,0
501,236,105,9,85,20,3,82.76,6000000,72499.0,2,1
502,238,105,10,85,20,2,113.15,7800000,68935.0,3,0
503,237,105,10,84,21,3,110.58,5800000,52451.0,2,1
506,231,105,10,95,10,3,91.75999999999999,7000000,76286.0,3,1
507,231,105,10,69,36,6,86.44,4560000,52753.0,3,0
509,248,105,10,84,21,3,117.9,5600000,47498.0,3,1
510,242,105,10,65,40,1,67.76,5000000,73790.0,2,0
511,251,105,9,101,4,3,116.84,7860000,67271.0,2,1
512,249,105,10,84,21,3,150.23000000000002,5500000,36611.0,3,1
513,251,105,10,81,24,3,193.02,8150000,42224.0,4,1
515,235,105,9,65,40,1,63.08,7500000,118897.0,2,0
517,237,105,10,84,21,2,109.31,6650000,60836.0,3,1
519,239,105,10,50,55,6,92.4,2204730,23861.0,2,0
525,248,105,10,93,12,2,138.26,8800000,63648.0,3,1
526,238,105,10,84,21,3,134.49,10000000,74355.0,3,1
527,237,105,9,50,55,6,194.61,13000000,66800.0,5,0
528,237,105,10,94,11,3,95.17999999999999,6880000,72284.0,2,1
530,220,105,9,64,41,1,97.18,7000000,72031.0,3,0
531,220,105,10,72,33,1,83.25,8880000,106667.0,3,0
532,241,105,10,104,1,3,99.78999999999999,13280000,133079.0,3,1
533,241,105,9,93,12,3,106.05000000000001,13500000,127298.0,3,1
534,247,105,10,82,23,2,60.7,5960000,98188.0,2,1
536,231,105,9,94,11,3,290.11,38600000,133053.0,2,1
537,242,105,9,86,19,2,140.95,10680000,75772.0,3,1
540,242,105,10,66,39,1,59.16,5650000,95504.0,2,0
541,220,105,10,50,55,1,76.62,7200000,93970.0,2,0
542,220,105,10,71,34,1,90.06,10500000,116589.0,4,0
543,238,105,9,83,22,3,118.14,7000000,59252.0,3,1
544,238,105,10,71,34,1,82.87,3500000,42235.0,3,0
545,237,105,10,95,10,3,163.41,12370000,75699.0,3,1
546,237,105,9,81,24,3,64.15,3900000,60795.0,2,1
556,239,105,10,83,22,5,37.22,2600000,69855.0,0,1
558,238,105,10,79,26,1,98.4,6950000,70630.0,0,0
582,237,105,10,83,22,3,127.33,4500000,35344.0,4,1
583,235,105,9,67,38,1,72.68,7000000,96313.0,3,0
585,235,105,10,86,19,3,113.11,14600000,129078.0,3,1
586,235,105,10,58,47,1,60.53,6200000,102429.0,3,0
588,235,105,10,69,36,1,78.4,8200000,104592.0,2,0
589,235,105,9,75,30,1,91.73,7000000,76311.0,3,0
590,235,105,10,90,15,3,164.81,19550000,118621.0,3,1
591,235,105,10,84,21,3,127.97999999999999,3875607,30283.0,3,1
594,247,105,10,73,32,1,84.05,6800000,80904.0,3,0
599,241,105,9,97,8,5,38.21,5100000,133473.0,1,1
600,247,105,10,105,0,2,59.85,7450000,124478.0,1,0
602,247,105,9,104,1,2,215.79000000000002,27000000,125122.0,4,0
603,241,105,10,66,39,1,70.0,7950000,113571.0,3,0
604,241,105,10,104,1,3,301.99,36000000,136857.0,4,1
608,247,105,10,102,3,3,159.12,18800000,118150.0,3,1
611,251,105,9,104,1,3,204.99,11120000,60506.0,3,1
612,252,105,10,85,20,5,41.25,900000,21818.0,1,1
613,251,105,10,86,19,3,184.73,12000000,64960.0,3,1
614,251,105,10,84,21,3,26.46,1840000,69539.0,1,1
615,251,105,9,77,28,6,186.82,20380000,109089.0,5,0
616,251,105,10,85,20,3,83.83,5300000,63223.0,2,1
617,251,105,10,104,1,3,171.61,10000000,58272.0,3,1
618,251,105,10,99,6,2,131.63,10200000,77490.0,3,1
619,251,105,8,104,1,3,126.52,6750000,57809.0,2,1
620,251,105,10,96,9,5,33.84,2550000,75355.0,1,1
622,249,105,10,68,37,1,82.8,4450000,53744.0,3,0
623,249,105,10,102,3,3,93.72,7760000,82800.0,2,1
624,251,105,9,105,0,3,182.62,9870000,54047.0,3,1
625,251,105,10,105,0,3,173.57,9110000,52486.0,3,1
626,251,105,10,105,0,3,186.74,9480000,50766.0,3,1
627,221,105,10,105,0,3,179.44,12850000,77154.0,3,1
628,221,105,9,86,19,3,161.36,13600000,84284.0,3,1
629,207,105,10,73,32,1,68.02,1600000,23522.0,2,1
635,231,105,10,84,21,3,151.51,5500000,36301.0,3,1
636,231,105,10,95,10,2,92.64999999999999,6800000,73394.0,3,1
637,231,105,9,84,21,3,104.08000000000001,4500000,43236.0,3,1
638,231,105,10,102,3,3,254.01,38000000,149600.0,4,1
639,231,105,10,84,21,3,96.75999999999999,8200000,84746.0,3,1
641,231,105,10,85,20,3,76.69,5000000,65198.0,2,1
643,242,105,10,84,21,2,177.02,7400000,41803.0,4,1
644,244,105,10,84,21,2,39.44,3250000,82404.0,2,1
647,242,105,10,81,24,3,57.65,5200000,90199.0,2,1
653,244,105,10,95,10,6,368.42,23000000,62429.0,5,1
656,244,105,9,94,11,2,147.53,10000000,67783.0,3,1
660,244,105,10,94,11,2,123.15,8500000,69022.0,3,1
662,244,105,9,97,8,3,125.49,8850000,70524.0,2,1
663,242,105,9,69,36,1,122.51,7100000,57954.0,3,0
666,220,105,10,74,31,1,98.28,8500000,86488.0,3,0
667,220,105,9,50,55,1,79.32,7030000,88628.0,3,0
668,220,105,10,103,2,3,140.43,15500000,110375.0,2,1
669,220,105,9,86,19,2,67.16,9500000,141453.0,2,1
670,220,105,9,98,7,3,203.43,19200000,94381.0,4,1
672,236,105,10,73,32,1,84.62,7180000,84850.0,3,0
678,236,105,9,82,23,2,95.61,11280000,117979.0,3,1
679,236,105,10,69,36,1,86.49,7500000,86715.0,2,0
680,220,105,7,70,35,1,77.12,7680000,99585.0,3,0
681,220,105,9,50,55,1,107.09,9500000,88710.0,3,0
683,220,105,8,87,18,2,85.38000000000001,9200000,107754.0,2,1
684,220,105,9,95,10,5,51.050000000000004,6850000,134208.0,3,1
689,220,105,9,64,41,1,99.27,6800000,68500.0,4,0
690,220,105,9,71,34,1,113.23,4971071,43902.0,4,0
693,242,105,10,64,41,1,26.75,2000000,74766.0,3,0
698,242,105,10,63,42,1,97.33,9360000,96168.0,3,0
699,242,105,10,57,48,6,70.0,9400000,134286.0,3,0
700,242,105,9,62,43,1,91.33,7900000,86500.0,3,0
702,248,105,9,82,23,1,98.81,6600000,66795.0,3,0
705,242,105,10,89,16,2,106.99000000000001,10000000,93467.0,2,1
706,242,105,10,78,27,1,128.12,8800000,68686.0,3,0
707,244,105,10,66,39,1,109.45,4100000,37460.0,3,0
708,242,104,9,88,16,2,169.33,13600000,80317.0,4,1
709,244,105,10,82,23,5,45.37,2900000,63919.0,1,1
711,242,105,10,73,32,1,83.92,7200000,85796.0,3,0
713,243,105,10,81,24,3,99.33999999999999,7000000,70465.0,3,1
718,242,105,9,69,36,1,73.49,5000000,68036.0,3,0
722,231,105,10,67,38,1,99.12,10300000,103914.0,2,0
724,231,105,9,99,6,3,114.68,9800000,85455.0,2,1
727,231,105,9,102,3,2,173.46,11630000,68632.0,4,1
729,222,105,8,70,35,1,78.4,5000000,63776.0,2,0
733,231,105,10,85,20,6,131.23,8700000,66296.0,3,1
740,221,105,10,82,23,3,245.69,16000000,65123.0,3,1
741,221,105,10,96,9,3,150.38,7000000,46552.0,3,1
742,221,105,10,97,8,3,137.43,12600000,91683.0,3,1
743,221,105,10,87,18,3,96.3,10400000,107996.0,2,1
744,251,105,10,105,0,3,180.34,9480000,52567.0,3,1
745,251,105,10,86,19,2,119.83,5720000,47734.0,3,0
746,251,105,10,104,1,2,173.60000000000002,9200000,58966.0,3,1
747,251,105,9,104,1,2,168.85000000000002,8300000,53635.0,3,1
748,251,105,10,104,1,2,170.9,9300000,60966.0,3,1
749,251,105,10,78,27,5,42.08,2400000,57034.0,2,0
750,251,105,8,104,1,2,210.60000000000002,11900000,56594.0,3,1
751,251,105,10,81,24,3,136.41,6700000,49117.0,3,1
753,251,105,10,103,2,6,451.56,26500000,58685.0,4,1
755,249,105,10,84,21,3,211.86,9700000,45783.0,4,1
757,251,105,9,77,28,6,164.79,15840000,96122.0,3,1
758,251,105,8,85,20,3,55.040000000000006,5000000,90843.0,1,1
759,251,105,10,78,27,5,22.54,1300000,57675.0,1,0
760,251,105,9,102,3,3,206.82,15000000,72527.0,4,1
761,251,105,10,96,9,3,231.02,17400000,75318.0,4,1
762,251,105,10,84,21,5,30.87,1700000,55070.0,1,1
763,224,105,9,55,50,6,124.24,3350000,26964.0,0,0
764,224,105,10,50,55,1,88.46,1300000,14696.0,3,0
765,247,105,10,76,29,1,99.11,3974843,40105.0,3,1
766,247,105,10,104,1,3,144.38,15300000,105970.0,2,1
767,247,105,9,99,6,3,227.79000000000002,25500000,111945.0,3,1
773,241,105,10,102,3,3,258.90999999999997,29880000,121133.0,5,1
774,247,105,10,97,8,2,165.79,16000000,96508.0,3,1
777,241,105,8,74,31,1,83.21,5000000,60089.0,3,0
782,234,105,10,67,38,2,56.39,7400000,131229.0,2,1
783,235,105,10,86,19,5,38.42,5350000,139250.0,1,1
784,235,105,9,66,39,1,59.92,6300000,105140.0,2,0
785,235,105,9,65,40,1,81.96,8200000,100049.0,2,0
786,235,105,10,77,28,1,99.96,8880000,88836.0,3,0
787,234,105,10,62,43,1,90.92,16500000,181478.0,4,0
788,235,105,7,64,41,1,81.37,8000000,98316.0,2,0
789,238,105,10,81,24,1,117.87,6400000,54297.0,3,0
790,238,105,10,83,22,2,58.650000000000006,7000000,119352.0,2,1
794,236,105,10,85,20,3,143.33,13800000,96281.0,3,1
795,236,105,10,90,15,2,128.45000000000002,12500000,97314.0,4,1
796,220,105,9,98,7,3,82.29,16000000,204052.0,2,1
797,220,105,9,68,37,1,83.35,6600000,79184.0,3,0
798,243,105,9,94,11,3,139.12,10520000,75618.0,3,1
800,231,105,10,72,33,1,85.6,5500000,64252.0,2,0
801,231,105,10,89,16,3,126.66999999999999,10500000,82893.0,3,1
802,231,105,10,70,35,1,73.29,4000000,54578.0,2,0
803,231,105,10,59,46,1,67.08,8000000,119261.0,2,0
804,251,105,10,70,35,1,135.56,5800000,42785.0,6,0
806,234,105,8,86,19,2,130.82,15600000,119248.0,3,1
808,241,105,10,98,7,5,32.36,5180000,160074.0,1,1
810,238,105,10,50,55,1,89.73,5800000,64638.0,3,0
812,238,105,10,97,8,3,239.07999999999998,17500000,73197.0,4,1
813,242,102,10,69,33,1,74.45,8000000,107455.0,3,0
819,238,105,9,84,21,3,112.71,5000000,44362.0,3,1
820,239,105,10,95,10,2,137.3,6150000,44792.0,2,1
821,251,105,8,83,22,3,106.22,5600000,52721.0,4,1
822,251,105,10,96,9,3,39.57,4200000,106141.0,1,1
823,241,105,10,83,22,2,102.34,9900000,96736.0,3,0
824,251,105,10,103,2,3,122.74,9000000,76026.0,2,1
825,251,105,10,68,37,1,95.59,6300000,65906.0,3,0
832,221,105,10,86,19,3,153.89,13000000,84470.0,3,1
834,231,105,10,83,22,3,50.53,3700000,73224.0,3,0
838,243,105,10,72,33,1,99.18,7020000,70780.0,3,0
839,242,105,9,85,20,3,72.66,3650000,50234.0,2,1
841,237,105,10,96,9,3,155.91,11380000,72991.0,3,1
843,236,105,10,83,22,3,150.48,15000000,99681.0,3,1
854,236,105,10,73,32,1,77.84,2500000,32117.0,3,0
855,220,105,9,50,55,1,29.62,1300000,43889.0,2,0
856,236,105,10,73,32,1,102.27,6500000,63557.0,2,0
857,241,105,10,102,3,3,155.15,17350000,119567.0,3,1
858,241,105,10,97,8,3,159.03,17000000,117178.0,3,1
860,235,105,10,90,15,3,116.67,16000000,137139.0,3,1
861,235,105,10,87,18,3,79.31,8000000,100870.0,2,1
863,231,105,10,50,55,1,67.5,7000000,103704.0,2,0
864,231,105,9,77,28,6,140.1,12800000,91363.0,3,1
865,231,105,10,97,8,3,211.97000000000003,34500000,162759.0,4,1
867,242,105,8,97,8,3,164.34,14170000,86224.0,4,1
868,220,105,9,99,6,3,112.47,19000000,207111.0,3,1
869,220,105,10,50,55,1,111.15,11500000,103464.0,3,0
871,238,105,10,97,8,3,163.48,12800000,78297.0,3,1
873,238,105,10,97,8,3,105.05000000000001,10100000,96145.0,2,1
875,235,105,9,74,31,1,111.06,8800000,79236.0,3,0
876,235,105,9,87,18,3,122.25999999999999,9500000,77697.0,3,1
881,235,105,10,68,37,1,84.4,7850000,93009.0,2,0
886,235,105,10,80,25,2,65.57,6500000,99131.0,2,0
890,235,105,10,97,8,3,174.13,14880000,85453.0,4,1
891,235,105,9,86,19,3,94.36999999999999,9500000,100668.0,2,1
892,235,105,8,88,17,3,120.47,10400000,86329.0,2,1
895,241,105,10,104,1,3,221.28000000000003,25080000,113341.0,4,1
896,247,105,10,104,1,2,141.28,14100000,122094.0,2,1
897,241,105,10,85,20,2,160.33,15680000,97798.0,4,1
907,241,105,10,103,2,1,27.32,4300000,157394.0,0,0
908,241,105,9,80,25,1,50.24,3600000,71656.0,2,0
909,241,105,10,63,42,1,54.51,3150000,57788.0,4,0
911,251,105,9,103,2,3,131.87,10780000,90135.0,2,1
912,251,105,9,103,2,3,214.94,16000000,77932.0,4,1
913,251,105,10,103,2,3,128.78,9500000,77892.0,2,1
915,251,105,10,96,9,5,33.84,2320000,68558.0,0,1
916,251,105,10,104,1,3,161.29,8800000,57471.0,3,1
917,251,105,10,104,1,3,161.53,8880000,57981.0,3,1
918,251,105,10,69,36,1,93.06,4400000,47281.0,4,0
919,249,105,10,84,21,3,103.15,4500000,43626.0,3,1
920,249,105,10,87,18,3,102.6,6600000,64327.0,4,1
921,249,105,10,84,21,3,103.19,5100000,49423.0,3,1
923,221,105,10,102,3,3,300.07,28380000,94578.0,3,1
924,221,105,10,89,16,3,104.84,5600000,53415.0,2,1
925,221,105,10,89,16,3,150.01,12750000,84994.0,1,1
926,221,105,9,86,19,2,115.05,8800000,76488.0,2,1
927,221,105,10,89,16,3,84.62,9700000,114630.0,2,1
