,code,trade_year,trade_month,buildfinyear,houseage,buildstyle,area,pricettl,priceper,rooms,manage_y1n0
3960,251,102,8,106,-4,3,90.2,6770000,75055.0,2,1
3961,251,102,9,106,-4,3,153.7,8570000,61940.0,3,1
3962,251,102,10,106,-4,3,153.7,9040000,66254.0,3,1
3963,251,102,9,106,-4,3,153.15,9330000,67288.0,3,1
3964,251,102,9,106,-4,3,117.09,7080000,69333.0,2,1
3965,251,102,9,106,-4,3,116.28,7170000,71044.0,2,1
3966,251,102,9,106,-4,3,116.28,7510000,72683.0,2,1
3967,251,102,8,106,-4,3,109.0,6990000,67215.0,2,1
3968,251,102,8,106,-4,3,127.6,7950000,70277.0,2,1
3969,251,102,9,106,-4,3,149.84,8950000,65966.0,3,1
3970,251,102,10,106,-4,3,149.84,8640000,65042.0,3,1
3971,251,102,8,106,-4,3,149.84,10380000,78403.0,3,1
3972,251,102,8,106,-4,3,139.57999999999998,9630000,78904.0,3,1
3973,251,102,8,106,-4,3,140.52,8590000,67834.0,3,1
3974,251,102,9,106,-4,3,148.70999999999998,9110000,66684.0,3,1
3975,251,102,10,106,-4,3,140.03,8650000,69603.0,3,1
3976,251,102,8,106,-4,3,139.57999999999998,9130000,74306.0,3,1
3977,251,102,10,106,-4,3,119.52000000000001,6310000,60442.0,2,1
3978,251,102,8,106,-4,3,117.94,7230000,70379.0,2,1
3979,251,102,8,106,-4,3,117.94,7520000,71986.0,2,1
3980,251,102,8,106,-4,3,102.52000000000001,7130000,74971.0,2,1
3981,251,102,9,106,-4,3,152.32,10060000,72522.0,3,1
3982,251,107,2,96,11,3,255.18,31000000,121483.0,4,1
3983,251,102,9,106,-4,3,126.71000000000001,7000000,63106.0,2,1
3984,251,102,9,106,-4,3,110.94,7200000,68049.0,2,1
3985,251,102,9,106,-4,3,111.28999999999999,6560000,62168.0,2,1
3986,251,102,8,106,-4,3,109.0,6980000,68177.0,2,1
3987,251,102,8,106,-4,3,124.42,7150000,65185.0,2,1
3988,251,102,9,106,-4,3,109.27000000000001,6090000,61161.0,2,1
3989,251,102,9,106,-4,3,100.86,6810000,72097.0,2,1
3990,251,102,9,106,-4,3,109.27000000000001,5700000,56260.0,2,1
3991,251,102,9,106,-4,3,106.23,6190000,61557.0,2,1
3992,251,102,9,106,-4,3,153.7,8170000,58115.0,3,1
3993,251,102,10,106,-4,3,153.15,9290000,66961.0,3,1
3994,251,102,8,106,-4,3,153.09,10100000,73211.0,3,1
3995,251,102,10,106,-4,3,117.47,6450000,63373.0,2,1
3996,251,102,8,106,-4,3,117.09,7010000,66203.0,2,1
3997,251,102,11,106,-4,3,101.66,6430000,68762.0,2,0
3998,251,102,9,106,-4,3,104.1,5940000,60217.0,2,1
3999,251,102,9,106,-4,3,106.85,5900000,57968.0,2,1
4000,251,102,9,106,-4,3,102.05000000000001,6310000,64758.0,2,1
4001,251,102,10,106,-4,3,102.05000000000001,6280000,66143.0,2,1
4002,251,102,9,106,-4,3,100.86,6870000,71629.0,2,1
4003,251,102,9,106,-4,3,100.86,6860000,73268.0,2,1
4004,251,102,9,106,-4,3,124.7,6830000,61048.0,2,1
4005,251,102,8,106,-4,3,124.42,7500000,66788.0,2,1
4006,251,102,9,106,-4,3,108.82,7380000,72591.0,2,1
4007,251,102,9,106,-4,3,111.28999999999999,6340000,58830.0,2,1
4008,251,102,9,106,-4,3,111.28999999999999,6270000,60186.0,2,1
4009,251,102,9,106,-4,3,148.70999999999998,9010000,67108.0,3,1
4010,251,102,8,106,-4,3,148.70999999999998,9530000,69823.0,3,1
4012,224,107,3,50,57,1,61.4,1900000,30945.0,5,0
4013,251,103,1,106,-3,3,118.9,6960000,58537.0,2,1
4014,251,102,6,106,-4,3,106.85,6600000,61769.0,2,1
4015,251,102,6,106,-4,3,111.28999999999999,6650000,59754.0,2,1
4016,251,102,8,106,-4,3,110.94,7000000,63097.0,2,1
4017,252,107,2,85,22,5,41.88,830000,19819.0,1,1
4018,251,107,1,97,10,3,72.61,5650000,77813.0,2,1
4019,251,107,3,91,16,5,58.92,4500000,76375.0,1,1
4020,251,107,2,105,2,3,154.81,10250000,66210.0,3,1
4021,251,102,8,106,-4,3,83.81,5800000,69204.0,1,1
4022,221,107,3,83,24,2,88.19,8800000,99785.0,3,0
4023,221,107,2,85,22,3,138.99,11500000,82740.0,3,1
4025,207,107,3,89,18,3,180.76,6000000,33193.0,3,1
4027,221,107,1,106,1,3,145.63,14900000,108650.0,3,1
4028,221,107,2,106,1,3,86.69999999999999,9250000,126638.0,1,1
4029,221,107,1,80,27,1,247.73000000000002,20800000,83962.0,4,1
4030,221,107,3,85,22,2,100.15,4950000,49426.0,2,1
4032,221,107,3,83,24,3,116.60000000000001,7350000,63036.0,3,1
4033,221,107,2,88,19,3,190.5,11300000,59321.0,2,1
4042,221,107,2,106,1,3,86.69999999999999,9250000,126638.0,1,1
4044,221,107,2,96,11,3,48.06,5300000,110279.0,0,1
4045,208,107,3,83,24,2,137.17,5500000,40096.0,0,1
4046,221,107,3,85,22,3,67.72,3100000,45777.0,1,1
4047,221,107,1,97,10,3,105.61,10300000,97529.0,2,1
4048,231,107,2,84,23,3,75.3,3500000,46481.0,2,1
4051,242,107,1,84,23,3,79.96,7400000,92546.0,2,1
4067,231,107,1,66,41,1,86.62,10200000,117756.0,3,0
4070,231,107,2,59,48,1,95.3,9500000,99685.0,3,0
4074,231,107,3,88,19,3,116.56,10550000,90511.0,2,1
4075,222,107,2,83,24,2,115.78,8900000,76870.0,7,0
4080,242,106,12,83,23,2,104.75,9800000,93556.0,2,1
4085,248,106,12,82,24,1,109.33,6500000,59453.0,3,0
4086,242,107,2,85,22,3,155.75,9400000,60353.0,3,1
4088,242,107,3,97,10,3,43.18,5700000,132006.0,0,1
4089,242,107,1,84,23,2,111.22999999999999,10500000,94399.0,3,1
4092,242,107,1,84,23,5,62.71000000000001,5900000,94084.0,1,1
4093,248,107,3,85,22,3,144.2,5000000,34674.0,3,1
4099,242,107,2,68,39,1,78.2,6400000,81841.0,3,0
4100,243,107,1,70,37,1,97.5,5900000,60513.0,3,0
4109,220,107,1,50,57,1,63.93,6000000,93853.0,2,0
4110,220,107,2,50,57,1,115.53,13980000,121008.0,3,0
4111,220,107,2,99,8,3,40.86,8100000,198238.0,0,1
4112,236,107,3,77,30,1,111.01,10800000,97289.0,3,0
4126,220,107,2,50,57,1,64.57,7300000,113056.0,3,0
4128,220,107,2,50,57,1,73.52,6200000,84331.0,2,0
4133,220,107,2,50,57,1,85.4,11300000,132319.0,2,0
4141,220,107,1,87,20,3,163.02,17300000,106122.0,4,1
4142,220,107,2,87,20,3,88.47,16320000,184469.0,3,1
4144,236,107,2,84,23,3,76.82000000000001,7800000,101536.0,2,1
4145,220,107,2,84,23,3,139.48000000000002,10600000,75997.0,3,1
4146,236,107,2,68,39,1,82.5,7900000,95758.0,4,0
4147,236,106,12,50,56,1,86.82,10800000,124395.0,3,0
4148,220,107,3,77,30,1,92.84,9360000,100819.0,3,0
4150,242,107,2,67,40,1,83.27,8550000,102678.0,0,0
4170,244,107,2,98,9,3,184.84,10100000,54642.0,3,1
4172,242,106,12,91,15,3,143.69,11500000,80033.0,3,1
4174,244,107,2,96,11,3,158.36,8900000,56201.0,3,1
4175,244,107,1,70,37,1,60.59,3600000,59416.0,2,0
4178,242,107,1,80,27,3,148.22,10680000,72055.0,3,1
4179,242,107,1,80,27,3,123.11,9000000,73105.0,3,1
4183,242,107,1,61,46,6,114.08,15650000,137184.0,4,0
4186,242,107,2,85,22,3,70.43,5000000,70992.0,2,1
4187,244,107,1,86,21,3,150.91,8520000,56457.0,4,1
4189,231,107,2,85,22,3,118.17,12080000,102226.0,3,1
4192,231,107,3,68,39,1,7.19,800000,111266.0,3,0
4195,231,107,1,88,19,3,153.97,10850000,70468.0,4,1
4196,231,107,3,68,39,1,7.68,670000,87240.0,3,0
4197,231,107,1,100,7,6,321.5,59800000,186003.0,4,1
4198,222,107,2,83,24,2,133.67,12300000,92018.0,2,1
4200,231,107,1,95,12,3,166.07999999999998,21680000,130539.0,3,1
4201,231,107,1,67,40,1,78.52,10430000,132832.0,3,0
4202,222,107,1,83,24,2,149.61,9530000,63699.0,3,1
4204,231,107,2,89,18,3,177.84,19300000,108525.0,4,1
4244,231,107,1,88,19,2,70.56,7300000,103458.0,2,1
4246,221,107,3,85,22,2,78.11999999999999,8050000,103047.0,2,0
4247,207,107,1,62,45,6,98.68,5900000,59789.0,4,0
4248,207,107,2,69,38,1,107.54,1500000,13948.0,3,0
4249,221,107,2,87,20,3,90.82,8450000,93041.0,2,1
4250,221,107,2,71,36,5,33.24,2130000,64079.0,1,1
4251,221,107,2,78,29,1,171.17000000000002,12300000,71858.0,4,1
4253,221,107,2,71,36,3,86.88,4900000,56400.0,2,1
4254,208,107,3,86,21,2,40.68,1560000,38348.0,1,1
4255,221,107,2,84,23,3,124.05,12400000,99960.0,3,1
4256,251,107,2,105,2,2,208.91000000000003,10360000,56457.0,3,1
4257,251,102,9,106,-4,3,213.32999999999998,22900000,115091.0,2,1
4258,251,107,2,106,1,3,150.36,10230000,68037.0,2,0
4259,251,107,2,106,1,3,150.44,8500000,56501.0,2,1
4260,251,107,2,106,1,3,150.07999999999998,8700000,57969.0,2,1
4261,252,107,3,71,36,6,87.45,5800000,66324.0,4,0
4262,251,102,12,106,-4,3,149.84,9180000,61265.0,3,1
4263,224,107,2,82,25,1,72.96000000000001,1600000,21930.0,2,0
4269,251,107,2,64,43,1,89.25,3900000,43697.0,3,0
4270,251,106,12,78,28,1,144.60999999999999,6800000,47020.0,6,1
4271,251,102,12,106,-4,3,188.56,19370000,113803.0,3,1
4272,251,107,2,98,9,3,129.38,7600000,58742.0,3,1
4273,251,107,2,105,2,3,80.4,5550000,69030.0,2,1
4274,251,107,1,98,9,3,138.72,11500000,82901.0,3,1
4275,251,107,1,106,1,3,143.9,7880000,54760.0,2,1
4276,251,102,9,106,-4,3,140.57,8200000,66527.0,1,1
4277,251,102,8,106,-4,3,152.48000000000002,9490000,68563.0,3,1
4278,251,102,9,106,-4,3,148.70999999999998,9010000,67532.0,3,1
4279,249,107,2,103,4,3,163.2,12350000,75674.0,3,1
4280,251,107,2,101,6,3,125.69,7200000,57284.0,2,1
4281,249,107,2,83,24,2,144.0,5580000,38750.0,3,1
4282,251,102,7,106,-4,3,132.35,10600000,87893.0,2,1
4283,251,102,6,106,-4,3,172.31,13200000,80953.0,3,1
4284,251,102,7,106,-4,3,192.17000000000002,14060000,76537.0,3,1
4285,251,102,7,106,-4,3,294.41999999999996,23790000,86973.0,4,1
4286,251,102,9,106,-4,3,120.88000000000001,11190000,101897.0,2,1
4287,251,102,6,106,-4,3,260.53999999999996,20260000,86089.0,4,1
4288,251,102,7,106,-4,3,173.22,14050000,86115.0,3,1
4289,251,102,11,106,-4,3,293.8,25680000,95048.0,4,1
4290,251,102,6,106,-4,3,191.65,14530000,80128.0,3,1
4291,251,102,7,106,-4,3,134.9,10680000,86563.0,2,1
4292,251,102,7,106,-4,3,177.96,13650000,81561.0,3,1
4293,251,107,2,97,10,5,53.33,3900000,73130.0,1,1
4294,241,107,1,104,3,3,135.57999999999998,17650000,130181.0,3,1
4295,247,107,1,104,3,3,149.88,14600000,97411.0,2,1
4296,247,107,1,84,23,3,89.18,9000000,100919.0,3,1
4297,247,107,2,84,23,2,141.01999999999998,13520000,95873.0,3,1
4301,241,107,1,83,24,3,99.92,10600000,106085.0,3,1
4302,247,107,3,81,26,2,189.43,15480000,81719.0,3,1
4303,241,107,3,98,9,3,158.70999999999998,15800000,99553.0,3,0
4304,241,107,2,84,23,2,175.55,8000000,45571.0,3,1
4306,247,107,2,89,18,2,145.76,13000000,89188.0,4,1
4307,247,107,2,83,24,2,158.01999999999998,16500000,104417.0,3,1
4308,247,106,12,79,27,2,229.7,8200000,35699.0,3,1
4310,235,107,2,65,42,1,88.44,7100000,80280.0,3,0
4312,234,107,2,75,32,3,115.07,13250000,115147.0,3,1
4313,234,107,2,78,29,2,168.58,18500000,109740.0,4,0
4314,235,107,1,69,38,1,87.11,7500000,86098.0,3,0
4315,235,107,2,69,38,1,91.63,12400000,135327.0,2,0
4318,235,107,3,67,40,1,64.9,6000000,92450.0,2,0
4319,235,107,2,67,40,1,98.72,9400000,95219.0,3,0
4320,234,107,1,68,39,1,88.33,9850000,111514.0,3,0
4321,234,107,1,84,23,3,100.83,13300000,131905.0,2,1
4322,235,107,2,85,22,3,80.98,13910000,171771.0,2,1
4323,241,107,2,102,5,3,106.12,16500000,155484.0,3,1
4327,237,107,2,95,12,3,205.55,13000000,63245.0,4,1
4328,238,107,1,97,10,3,132.27,11310000,85507.0,1,1
4338,238,107,1,74,33,1,70.52,5800000,82246.0,3,0
4344,235,107,3,63,44,1,73.06,7000000,95812.0,3,0
4345,235,107,1,87,20,3,114.86000000000001,13900000,121017.0,3,1
4347,235,107,2,85,22,3,100.96,18000000,178288.0,3,1
4350,221,107,2,87,20,3,108.58,7680000,90515.0,2,1
4351,221,107,2,99,8,3,158.35,14080000,96230.0,3,1
4352,221,107,2,73,34,1,102.88,7500000,72900.0,4,0
4353,221,107,2,87,20,3,157.01,9150000,58277.0,3,1
4356,231,107,1,102,5,3,85.47,14300000,167310.0,2,1
4359,231,107,2,101,6,3,80.2,13100000,163342.0,2,1
4360,241,107,2,89,18,3,189.07,18000000,95203.0,0,1
4361,241,107,2,97,10,3,77.22,12300000,159285.0,2,1
4362,241,107,2,97,10,3,155.94,17800000,114146.0,3,1
4364,241,107,1,62,45,1,45.0,7650000,170000.0,2,0
4365,241,107,2,98,9,5,110.78,11500000,122769.0,1,1
4367,242,107,3,83,24,5,33.16,3700000,111580.0,1,1
4368,242,107,1,69,38,1,71.62,4720000,65903.0,5,0
4369,242,107,1,95,12,3,179.66,19280000,109704.0,4,1
4370,242,107,1,81,26,3,219.89000000000001,16800000,81775.0,4,1
4372,236,107,3,88,19,3,132.84,12500000,114464.0,3,1
4375,220,106,11,86,20,3,203.57,41000000,201405.0,4,1
4376,220,107,2,100,7,3,181.8,14200000,92626.0,3,1
4377,220,106,12,64,42,1,87.25,10100000,115759.0,3,0
4378,220,107,1,50,57,1,75.27,7600000,100970.0,3,0
4379,220,106,12,60,46,6,80.0,18700000,233750.0,5,0
4380,220,106,12,99,7,3,385.94,70500000,182671.0,4,1
4385,239,107,2,79,28,3,162.29999999999998,9820000,60505.0,4,1
4386,220,107,2,50,57,1,89.95,6680000,74263.0,3,0
4387,235,107,2,94,13,3,63.99,7600000,118769.0,2,1
4388,241,107,3,98,9,3,132.32,14000000,121815.0,2,1
4389,241,107,1,65,42,1,75.0,7500000,100000.0,2,0
4391,248,107,2,85,22,3,172.98999999999998,8300000,47980.0,3,1
4392,231,107,3,68,39,1,87.86,6600000,75120.0,2,0
4393,252,107,3,87,20,3,61.83,1900000,30729.0,2,1
4394,251,107,2,105,2,3,192.67000000000002,10620000,55120.0,3,1
4395,251,107,3,79,28,1,47.88,2000000,41771.0,3,0
4397,238,107,1,86,21,3,80.73,8180000,101325.0,4,1
4399,238,107,3,82,25,2,160.04,14100000,88103.0,3,1
4401,242,107,2,94,13,3,99.53,7000000,70331.0,2,1
4402,241,107,1,72,35,1,49.45,3400000,68756.0,3,0
4403,241,107,3,78,29,2,146.08,13500000,92415.0,4,1
4405,241,107,1,84,23,2,131.37,14500000,110375.0,4,0
4407,234,107,3,84,23,5,39.19,5430000,138556.0,1,1
4409,235,107,2,82,25,2,63.99,9700000,151586.0,2,1
4412,237,107,2,96,11,3,237.98000000000002,16960000,80552.0,4,1
4413,237,107,3,85,22,5,23.21,1600000,68936.0,1,1
4415,220,106,11,77,29,2,79.92999999999999,8000000,100088.0,3,1
4416,236,107,2,77,30,1,133.46,11000000,82422.0,1,0
4418,236,107,3,81,26,3,73.99000000000001,8880000,120016.0,2,1
4420,220,107,2,88,19,2,97.27,15600000,171464.0,3,1
4421,220,107,1,64,43,1,84.23,4800000,56987.0,3,0
4422,242,107,2,77,30,1,96.25999999999999,5250000,54540.0,3,0
4423,242,107,1,94,13,3,143.93,9100000,65526.0,3,1
4426,242,107,2,98,9,3,98.33,11600000,117970.0,3,1
4428,247,107,2,88,19,2,154.15,13400000,103705.0,3,1
4429,241,106,12,68,38,1,72.0,5650000,78472.0,3,0
4434,231,107,2,89,18,3,122.35,14180000,142573.0,2,1
4435,231,107,2,85,22,3,157.6,6900000,43782.0,3,1
4436,221,107,3,72,35,3,39.59,2850000,71988.0,2,1
4437,221,107,1,88,19,3,97.22999999999999,8320000,85570.0,3,1
4438,221,107,2,84,23,3,81.61,7000000,85774.0,2,1
4439,221,107,2,84,23,2,135.14000000000001,11700000,86577.0,3,0
4440,221,107,3,89,18,2,148.91,11450000,98632.0,3,1
4441,221,107,1,86,21,1,114.39,5680000,49655.0,3,1
4442,221,106,11,86,20,3,173.48000000000002,13000000,97149.0,3,1
4443,221,107,2,84,23,3,114.25,9280000,81225.0,3,1
4444,235,107,1,89,18,3,119.42,15600000,130631.0,3,1
4445,235,107,1,69,38,1,105.27,11200000,106393.0,4,0
4446,234,107,2,68,39,1,46.99,6000000,127687.0,3,0
4447,235,107,1,79,28,2,211.76,7000000,33056.0,3,1
4449,235,107,2,67,40,1,100.59,6000000,59648.0,3,0
4450,238,107,3,71,36,1,72.69,2820000,38795.0,2,0
4451,238,107,3,71,36,6,151.36,11700000,77299.0,3,0
4452,234,107,3,75,32,1,120.92,15250000,126116.0,4,0
4453,235,107,3,86,21,3,145.06,12660000,87274.0,3,1
4454,235,107,3,60,47,1,64.79,7200000,111128.0,3,0
4455,235,107,3,69,38,1,71.76,5500000,76644.0,2,0
4456,235,107,1,65,42,1,88.7,8500000,95829.0,3,0
4458,241,106,12,98,8,3,179.37,17820000,99353.0,3,0
4460,241,107,3,104,3,3,242.95,29260000,131944.0,3,0
4461,247,107,2,80,27,2,235.12,20500000,87190.0,4,1
4462,241,107,1,104,3,3,192.11,26280000,151636.0,4,1
4463,241,107,3,104,3,3,226.94,28890000,152399.0,4,1
4464,241,107,3,84,23,3,235.29,21600000,91802.0,4,1
4465,241,107,2,83,24,5,38.16,3700000,96960.0,1,1
4466,247,107,2,88,19,2,97.17,11400000,117320.0,4,0
4467,247,107,2,95,12,5,48.25,6880000,142591.0,1,0
4468,241,107,2,72,35,1,96.95,8000000,82517.0,3,0
4471,241,106,12,83,23,2,121.09,13500000,111487.0,3,1
4474,247,107,1,92,15,3,188.77,22800000,120782.0,4,1
4475,241,107,3,85,22,3,132.69,15000000,113045.0,3,1
4477,251,106,12,104,2,3,151.18,10500000,75265.0,3,1
4478,251,107,1,104,3,3,189.53,11280000,68913.0,3,1
4479,252,107,1,86,21,2,75.1,4200000,55925.0,1,1
4480,251,107,2,88,19,2,220.01,11500000,52270.0,3,1
4483,252,107,3,86,21,2,61.94,2300000,37133.0,1,1
4484,251,107,2,68,39,1,66.9,3650000,54559.0,3,0
4485,251,107,3,97,10,3,161.25,14600000,92166.0,2,1
4486,251,107,3,83,24,2,156.09,6500000,41643.0,3,0
4488,251,107,3,86,21,1,46.260000000000005,3800000,82144.0,2,0
4491,221,107,2,85,22,2,158.22,13000000,82164.0,3,1
4492,221,107,2,88,19,3,144.54000000000002,11100000,76795.0,3,1
4495,221,107,3,81,26,2,61.64,1900000,30824.0,0,1
4496,221,107,2,98,9,3,84.21000000000001,8820000,104738.0,2,1
4497,221,107,2,79,28,2,176.86,3050000,17245.0,3,1
4498,231,106,12,68,38,1,110.06,8100000,73596.0,3,0
4516,231,107,1,78,29,1,132.32,7450000,56303.0,4,1
4517,231,107,1,78,29,1,153.27,8500000,55458.0,5,1
4518,231,107,2,78,29,2,123.81,8000000,64615.0,3,1
4519,222,107,2,86,21,2,91.97,5600000,60889.0,2,1
4520,222,107,2,85,22,3,156.91,9500000,60544.0,3,1
4521,231,107,3,69,38,1,114.58,12000000,104730.0,4,0
4522,231,107,3,50,57,1,107.54,13000000,120885.0,3,0
4523,242,107,1,76,31,1,109.73,10200000,92955.0,4,0
4524,244,106,12,97,9,6,387.74,27680000,71388.0,5,1
4525,244,107,3,82,25,3,75.44,4200000,55673.0,2,1
4528,243,107,3,92,15,3,224.88,16440000,73106.0,2,1
4532,244,107,1,97,10,3,146.09,14000000,95831.0,3,1
4534,242,107,2,65,42,1,80.73,7000000,86709.0,3,0
4535,242,107,2,83,24,2,90.52,9580000,105833.0,3,1
4556,242,106,12,75,31,6,65.96,6000000,90964.0,3,0
4561,220,107,1,50,57,1,85.0,4839100,56931.0,3,1
4563,220,107,2,50,57,1,75.6,7100000,93915.0,3,0
4564,236,107,3,73,34,1,87.6,6500000,74201.0,3,0
4565,220,107,2,72,35,1,99.54,10900000,109504.0,3,0
4566,220,106,12,99,7,2,184.84,16980000,91863.0,4,1
4567,220,107,1,50,57,1,85.69,9250000,107947.0,0,0
4568,220,106,12,78,28,3,120.33000000000001,16700000,138785.0,3,1
4569,236,107,2,84,23,3,76.10000000000001,7760000,101971.0,2,1
4570,236,107,1,84,23,3,145.25,14500000,99828.0,3,1
4571,220,107,2,50,57,6,91.56,18500000,202053.0,3,0
4575,220,107,1,50,57,1,96.14,9000000,93613.0,3,0
4588,220,107,3,50,57,2,98.37,11500000,116906.0,3,1
4594,236,107,1,84,23,3,201.16,18500000,91967.0,4,1
4595,236,107,2,83,24,3,132.91,3160000,23775.0,3,1
4597,220,107,1,50,57,6,66.0,21300000,322727.0,3,0
4598,220,106,11,96,10,3,101.03,11400000,112838.0,2,1
4599,220,107,3,50,57,1,93.32,8000000,85727.0,3,0
4600,236,107,2,95,12,3,192.24,14500000,75427.0,4,1
4601,220,107,1,75,32,1,106.57,7650000,71784.0,3,1
4602,220,106,12,50,56,1,78.65,7800000,99174.0,3,0
4606,242,107,2,57,50,6,124.16,14000000,112758.0,3,0
4611,242,107,2,73,34,1,67.61,4800000,70995.0,2,0
4617,242,107,3,70,37,1,80.4,7200000,89552.0,3,0
4618,244,107,2,78,29,3,171.28,9300000,54297.0,4,1
4622,248,107,2,95,12,2,155.89,10400000,66714.0,3,1
4632,248,107,2,90,17,3,71.85,5200000,72373.0,3,1
4633,243,107,1,94,13,3,150.12,11200000,74607.0,3,1
4634,244,107,2,94,13,3,148.43,10080000,67911.0,3,1
4640,242,107,2,93,14,3,89.04,7050000,79178.0,2,1
4641,231,106,12,102,4,3,129.24,18680000,144537.0,3,1
4643,231,106,12,68,38,1,87.86,9100000,103574.0,1,0
4644,231,107,2,82,25,3,182.63000000000002,13100000,71730.0,3,1
4645,223,107,2,80,27,2,166.29000000000002,7350000,44200.0,2,0
4648,248,107,1,90,17,3,125.81,6880000,54686.0,3,1
4658,231,107,3,89,18,3,160.71,14850000,92402.0,3,1
4659,207,107,3,85,22,5,48.33,1800000,37244.0,1,1
4661,221,107,1,84,23,3,190.69,9000000,47197.0,3,1
4662,221,107,3,86,21,3,85.39,9500000,111254.0,2,1
4663,221,107,2,84,23,2,77.36,7020000,90745.0,2,1
4664,221,107,3,88,19,5,41.400000000000006,2500000,60386.0,1,1
4665,221,107,2,88,19,3,78.97999999999999,7040000,89136.0,1,1
4666,221,107,1,93,14,2,141.69,13100000,92455.0,3,1
4667,221,107,1,89,18,3,164.16,12680000,77242.0,2,1
4668,251,107,3,106,1,3,152.70999999999998,9870000,68461.0,2,1
4669,251,107,3,106,1,3,149.73,9800000,69571.0,3,1
4670,251,107,3,96,11,5,36.39,2800000,76944.0,0,1
4671,251,103,7,106,-3,3,115.48,6000000,66349.0,0,1
4672,251,107,3,106,1,3,109.39,10380000,106094.0,2,1
4673,251,107,3,106,1,3,242.2,12500000,51230.0,4,1
4674,251,106,4,106,0,3,154.38,9680000,66203.0,3,1
4675,251,106,11,106,0,3,149.22,9800000,71982.0,3,1
4676,251,103,7,106,-3,3,157.91000000000003,10750000,74527.0,2,1
4677,249,107,2,82,25,3,142.22,6500000,45704.0,3,1
4678,251,107,3,101,6,3,154.81,8500000,54906.0,3,1
4679,251,107,3,105,2,3,179.24,10000000,57526.0,2,1
4680,251,106,12,104,2,3,161.54000000000002,9280000,59975.0,3,1
4683,252,107,1,86,21,3,61.97,2400000,38728.0,1,1
4684,251,107,3,105,2,3,171.8,9800000,57043.0,3,1
4685,241,107,1,99,8,3,173.36,18800000,108445.0,3,1
4686,241,107,2,87,20,2,98.03999999999999,10500000,107099.0,3,1
4687,241,107,2,82,25,5,50.760000000000005,5050000,99488.0,1,1
4689,247,107,2,88,19,2,136.09,10510000,77228.0,3,1
4690,241,107,2,76,31,1,80.06,8000000,99925.0,5,0
4691,247,107,2,83,24,2,295.23,13000000,44033.0,3,1
4703,235,107,2,95,12,3,90.14,16280000,180608.0,2,1
4705,235,107,1,70,37,1,89.91,8000000,88978.0,3,0
4706,235,107,1,85,22,1,148.15,12200000,82349.0,3,1
4709,237,107,2,95,12,3,183.04,13300000,72662.0,4,1
4710,238,107,2,97,10,5,102.35,6980000,68197.0,1,1
4711,239,107,3,69,38,1,88.8,5600000,63063.0,3,0
4716,235,107,3,64,43,1,106.41,7000000,65783.0,3,0
4717,235,107,2,90,17,3,129.22,21000000,162514.0,3,1
4718,235,107,3,98,9,5,33.13,5100000,153939.0,1,1
4720,235,107,1,71,36,1,97.74,11300000,115613.0,3,0
4722,235,107,2,73,34,1,103.71,7850000,75692.0,3,0
4723,221,107,1,83,24,2,124.6,10500000,84270.0,3,1
4724,251,107,2,69,38,1,91.48,8500000,92916.0,0,0
4725,249,107,2,106,1,3,143.32,9130000,68486.0,2,1
4728,243,107,2,93,14,3,101.6,9200000,90560.0,1,1
4729,244,107,1,85,22,3,100.26,7200000,71813.0,3,1
4733,243,107,2,97,10,3,95.05,9250000,93126.0,2,1
4735,220,107,1,50,57,3,96.01,13400000,139569.0,2,1
4736,236,107,2,50,57,3,87.84,8160000,92896.0,2,1
4738,220,107,2,103,4,3,285.95,46000000,160867.0,4,1
4745,235,107,2,70,37,1,87.52,9380000,107176.0,3,0
4746,235,107,2,92,15,3,89.53,13880000,155032.0,2,1
4747,235,107,1,87,20,5,54.45,6750000,123967.0,1,1
4748,238,107,1,97,10,3,240.12,16700000,69549.0,3,1
4749,235,107,3,85,22,1,76.75,5050000,65798.0,2,0
4752,235,107,1,75,32,1,86.67,8200000,94612.0,3,0
4753,251,107,2,89,18,3,87.48,6000000,68587.0,2,1
4763,251,107,2,96,11,3,146.96,12650000,86078.0,3,1
4769,251,104,1,106,-2,2,73.02000000000001,8500000,123072.0,1,1
4774,220,107,3,58,49,6,68.48,7692150,112327.0,2,0
4777,220,107,2,87,20,2,118.88,10900000,91689.0,3,0
4778,220,107,2,79,28,3,229.73,24000000,104470.0,4,1
4779,220,106,3,50,56,1,27.55,2000000,72595.0,4,0
4784,220,106,12,91,15,3,136.85999999999999,19280000,158125.0,3,1
4785,220,107,1,99,8,3,131.93,18000000,136436.0,3,1
4788,220,107,3,99,8,3,132.42,15200000,114641.0,3,1
4789,220,107,2,103,4,3,97.92,17550000,179228.0,2,1
4792,242,107,2,83,24,3,100.9,9800000,97126.0,3,1
4795,251,107,1,84,23,2,93.67,7500000,80068.0,3,0
4798,221,107,2,89,18,3,85.86,7610000,88633.0,2,1
4799,231,107,2,82,25,3,209.75,15800000,87423.0,4,1
4803,235,106,12,66,40,1,78.37,5610000,71584.0,3,0
4804,235,107,2,66,41,1,102.0,14500000,142157.0,4,0
4805,235,107,1,85,22,3,88.52000000000001,8000000,90375.0,3,1
4807,235,107,2,86,21,5,34.75,4350000,125180.0,1,1
4809,235,107,2,92,15,3,283.81,38000000,133892.0,3,1
4811,238,107,2,50,57,1,82.91,6850000,82620.0,3,0
4812,238,107,2,96,11,3,131.11,5000000,38139.0,3,1
