,code,trade_year,trade_month,buildfinyear,houseage,buildstyle,area,pricettl,priceper,rooms,manage_y1n0
30217,251,102,9,106,-4,3,149.84,10400000,76471.0,3,1
30218,251,102,9,106,-4,3,128.5,8030000,68913.0,3,1
30220,221,107,8,88,19,3,94.1,5500000,58448.0,3,1
30221,221,107,8,82,25,3,190.0,13130000,69105.0,4,1
30223,221,107,8,98,9,3,86.3,10350000,119930.0,2,1
30224,221,107,8,100,7,3,86.42,8700000,100671.0,2,1
30228,221,107,8,96,11,3,104.91,9900000,94367.0,2,1
30229,221,107,8,68,39,1,97.6,5020000,51434.0,3,0
30230,221,107,8,85,22,3,115.77,7800000,67375.0,3,1
30231,221,107,8,85,22,5,49.91,4000000,80144.0,1,1
30232,221,107,8,106,1,3,108.5,13980000,128848.0,2,1
30233,248,107,8,94,13,3,210.3,13200000,62767.0,3,1
30241,220,107,9,96,11,2,134.49,10800000,80303.0,2,1
30242,236,107,9,83,24,2,106.93,10000000,93519.0,3,1
30245,221,107,6,81,26,3,190.07999999999998,15400000,81019.0,3,1
30246,242,107,8,70,37,1,100.65,7500000,74516.0,4,0
30249,242,107,7,58,49,6,111.86,4420000,39514.0,4,0
30251,234,107,8,77,30,2,101.79,12000000,117890.0,3,0
30253,247,107,9,87,20,2,103.21000000000001,6500000,62978.0,3,1
30255,242,107,8,85,22,3,99.17,9500000,95795.0,3,1
30258,243,107,8,71,36,1,90.47,6500000,71847.0,4,0
30259,242,107,7,97,10,3,124.77000000000001,13380000,107237.0,3,1
30260,242,107,8,88,19,3,111.35,11800000,110069.0,3,1
30261,242,107,8,88,19,2,158.95,12380000,77886.0,3,1
30262,242,107,7,97,10,3,156.67000000000002,11800000,90478.0,3,1
30263,242,107,7,86,21,2,149.76,13380000,102961.0,3,1
30265,231,107,7,79,28,1,197.89,11200000,61920.0,4,1
30267,221,107,7,102,5,3,127.21000000000001,10900000,98039.0,2,1
30268,221,107,8,78,29,1,193.85999999999999,10500000,54163.0,4,1
30272,238,107,8,84,23,3,132.41,8950000,67593.0,3,1
30275,235,107,8,60,47,1,14.88,1300000,87366.0,2,0
30277,235,107,8,97,10,3,64.97999999999999,9500000,146199.0,2,1
30278,247,107,7,92,15,3,110.36,9700000,87894.0,3,1
30280,241,107,8,86,21,2,67.66,7500000,110848.0,2,0
30281,247,107,8,87,20,3,105.08,10600000,100876.0,3,1
30282,247,107,7,81,26,2,142.27,12350000,96066.0,3,1
30284,251,107,8,104,3,3,156.64,8880000,60444.0,3,1
30285,251,107,8,98,9,5,33.260000000000005,2500000,75165.0,1,1
30286,251,107,8,65,42,1,69.18,3920000,56664.0,2,0
30289,220,107,8,74,33,1,88.92,9300000,104588.0,3,1
30290,220,107,7,85,22,3,60.28999999999999,12180000,202024.0,2,1
30291,237,107,8,95,12,3,171.64,11600000,67583.0,3,1
30293,237,107,8,86,21,3,45.32,3350000,73919.0,1,1
30294,237,107,7,85,22,3,80.2,5500000,68579.0,2,1
30295,239,107,7,50,57,1,62.7,2800000,44657.0,2,0
30297,239,107,6,50,57,1,99.12,3650000,36824.0,3,0
30302,239,107,8,69,38,1,68.06,2500000,36732.0,1,0
30303,238,107,8,95,12,3,135.74,10100000,74407.0,3,1
30304,238,107,8,65,42,1,65.55,2736300,41744.0,2,0
30307,238,107,9,81,26,1,114.16,8500000,74457.0,3,0
30312,238,107,8,95,12,3,169.03,12100000,71585.0,4,1
30314,237,107,8,94,13,3,134.23,10100000,75244.0,3,1
30316,236,107,8,70,37,1,73.48,7700000,104790.0,5,0
30321,251,107,8,102,5,3,122.07,5680000,47766.0,2,1
30322,251,107,7,98,9,3,92.54,6150000,66458.0,2,1
30323,251,107,8,103,4,2,133.29,8200000,68359.0,3,1
30324,251,107,7,83,24,3,184.2,12400000,67318.0,4,1
30325,247,107,8,86,21,2,82.06,9620000,117231.0,2,1
30326,241,107,8,67,40,1,86.0,7250000,84302.0,5,0
30328,221,107,8,98,9,3,157.93,15300000,107048.0,3,1
30329,221,107,9,86,21,3,91.07000000000001,8500000,93335.0,3,1
30330,221,107,8,84,23,2,117.55,9380000,79796.0,3,1
30331,231,107,8,74,33,3,126.98,16500000,129942.0,3,1
30332,242,107,8,70,37,1,83.55,7000000,83782.0,6,0
30336,243,107,8,84,23,2,135.37,9200000,67962.0,3,1
30337,242,107,7,65,42,1,78.92,9900000,125443.0,2,0
30345,242,107,8,94,13,2,177.39999999999998,18500000,126099.0,4,1
30377,242,107,8,62,45,1,77.0,6600000,85714.0,3,0
30404,251,107,8,80,27,6,282.08,9700000,34387.0,5,1
30410,221,107,9,70,37,1,88.52,7800000,88116.0,3,0
30411,251,107,5,88,19,3,268.6,31680000,117945.0,5,1
30412,251,107,8,102,5,3,175.56,10400000,59239.0,3,1
30415,220,107,8,50,57,1,77.18,5758865,74616.0,3,0
30416,220,107,8,50,57,1,70.38,7200000,102302.0,3,0
30417,220,107,8,50,57,6,91.8,17000000,185185.0,3,0
30419,221,107,8,85,22,3,176.38,11500000,65200.0,3,1
30420,221,107,8,83,24,5,35.3,4150000,117564.0,1,1
30421,221,107,8,84,23,3,136.6,10800000,79063.0,4,1
30422,221,107,9,84,23,3,43.03,4400000,102254.0,1,1
30423,221,107,8,80,27,1,241.49,18000000,74537.0,4,1
30424,221,107,8,84,23,3,178.29000000000002,12600000,70671.0,4,1
30426,221,107,9,84,23,3,42.34,4460000,105338.0,1,0
30427,221,107,8,70,37,1,100.79,7200000,71436.0,3,0
30428,221,107,8,78,29,1,122.02,8020000,65727.0,3,1
30429,251,102,9,106,-4,3,148.70999999999998,9210000,68805.0,3,1
30430,251,107,8,84,23,3,144.56,6500000,44964.0,2,1
30431,251,107,8,102,5,3,176.51,10300000,58354.0,3,1
30432,251,102,8,106,-4,3,106.23,6200000,61667.0,2,1
30433,251,102,8,106,-4,3,119.52000000000001,6490000,61344.0,2,1
30434,251,102,9,106,-4,3,152.48000000000002,9090000,65686.0,3,1
30435,251,102,8,106,-4,3,100.86,6960000,72683.0,2,1
30436,251,107,5,106,1,3,126.71000000000001,8560000,77292.0,2,1
30437,251,102,9,106,-4,3,102.52000000000001,6660000,70723.0,2,1
30438,251,102,9,106,-4,3,105.62,6400000,65188.0,2,1
30439,251,107,8,89,18,3,89.36,6800000,76097.0,2,1
30440,251,107,9,107,0,3,108.07,7360000,71736.0,2,1
30441,251,107,9,107,0,3,123.38,7400000,67800.0,2,1
30442,251,107,9,107,0,3,119.55,7800000,73521.0,2,1
30443,251,107,9,107,0,3,152.47,10670000,77207.0,3,1
30444,251,107,9,107,0,3,108.15,6740000,67155.0,2,1
30445,251,107,9,106,1,3,148.64,9400000,66672.0,3,1
30446,251,107,9,106,1,3,144.37,9750000,73298.0,3,1
30447,251,107,8,107,0,3,123.38,7200000,64034.0,1,1
30448,251,107,9,107,0,3,108.15,6800000,67800.0,2,1
30449,251,107,9,107,0,3,104.32,6950000,70154.0,2,1
30450,249,107,7,82,25,2,117.82000000000001,5600000,47530.0,4,1
30451,251,107,9,106,1,3,144.37,9100000,67915.0,3,1
30452,251,107,7,106,1,3,116.38,5880000,58329.0,0,1
30453,251,107,8,107,0,3,159.68,9750000,63992.0,3,1
30454,251,107,8,107,0,3,205.76999999999998,15390000,74792.0,3,1
30455,251,104,10,107,-3,2,127.42,7591000,59575.0,2,1
30456,251,105,4,107,-2,2,127.42,7541000,59182.0,2,1
30457,251,103,12,107,-4,3,297.53999999999996,31530000,126455.0,4,1
30458,251,103,11,107,-4,3,500.01,56950000,126023.0,4,1
30459,251,103,12,107,-4,3,338.57,35720000,122654.0,4,1
30460,251,107,8,107,0,3,133.60000000000002,8120000,71579.0,2,0
30462,251,107,9,103,4,3,182.87,12500000,68355.0,3,1
30463,251,107,8,107,0,3,126.37,7950000,67323.0,2,1
30464,251,107,8,98,9,6,284.78999999999996,19880000,69806.0,3,1
30465,251,107,7,106,1,3,135.59,6990000,56967.0,2,1
30466,251,107,8,105,2,2,230.57999999999998,17500000,75896.0,3,1
30467,251,107,8,107,0,3,184.25,11320000,63659.0,3,1
30468,251,107,8,107,0,3,184.25,10670000,59530.0,3,1
30469,251,107,8,107,0,3,184.25,10950000,61626.0,3,1
30470,251,107,8,107,0,3,160.92000000000002,9150000,58179.0,3,1
30472,251,107,7,84,23,2,115.52000000000001,3900000,33760.0,2,1
30473,249,107,8,106,1,3,181.95,10180000,58614.0,3,1
30477,252,107,6,81,26,1,129.17,3300000,25548.0,4,0
30478,251,107,8,97,10,3,134.88,8700000,64502.0,3,1
30479,252,107,8,107,0,6,217.11,10400000,47902.0,5,0
30480,241,107,8,100,7,3,208.73000000000002,23100000,110669.0,3,1
30481,241,107,8,72,35,1,91.06,6800000,74676.0,3,0
30482,241,107,7,97,10,3,265.45,28500000,107365.0,4,1
30484,241,107,7,60,47,1,56.1,6400000,114082.0,3,0
30485,241,107,8,87,20,3,65.55,9100000,138825.0,2,1
30488,241,107,8,65,42,1,67.0,10650000,158955.0,0,0
30489,241,107,7,69,38,1,87.0,7200000,82759.0,3,0
30490,241,107,8,99,8,3,106.14,12390000,116733.0,3,1
30492,235,107,8,84,23,3,85.58999999999999,11700000,136698.0,2,1
30498,234,107,7,84,23,5,39.19,6000000,153100.0,1,1
30500,235,107,8,63,44,1,80.98,6500000,80267.0,2,0
30501,235,107,8,69,38,1,113.85,8000000,70268.0,2,0
30520,248,107,6,71,36,1,113.07,5460000,48289.0,3,0
30521,242,107,8,64,43,1,46.5,4450000,95699.0,4,0
30529,242,107,7,66,41,1,71.29,6150000,86267.0,2,0
30534,242,107,8,83,24,2,96.55999999999999,8080000,83679.0,3,1
30537,242,107,7,64,43,1,63.35,4000000,63141.0,3,0
30540,244,107,7,97,10,3,210.65,16100000,76430.0,4,1
30541,231,107,8,87,20,6,117.52,10400000,88496.0,2,1
30543,231,107,8,79,28,1,185.77,9800000,52753.0,3,1
30544,231,107,8,89,18,3,138.94,16300000,117308.0,3,1
30545,231,107,8,50,57,1,99.9,10750000,107608.0,3,0
30546,231,107,7,96,11,3,119.15,8800000,73856.0,3,1
30547,231,107,8,85,22,3,209.64,9800000,46747.0,4,1
30548,231,107,7,79,28,1,98.74000000000001,7200000,72919.0,3,1
30549,231,107,9,65,42,1,87.94,6980000,79372.0,2,1
30550,231,107,6,87,20,1,133.34,8000000,59997.0,5,1
30551,231,107,8,91,16,3,123.50999999999999,19150000,155048.0,2,1
30553,220,107,7,50,57,1,100.02,8520000,85183.0,2,0
30555,236,107,8,83,24,5,40.33,3520000,87280.0,1,1
30556,220,107,7,50,57,1,78.65,7800000,99174.0,3,0
30558,236,107,9,66,41,1,79.45,6900000,86847.0,3,0
30559,236,107,8,84,23,3,77.27000000000001,8550000,110651.0,2,1
30560,220,107,8,50,57,1,33.15,2840000,85671.0,4,0
30563,236,107,8,86,21,3,123.4,14000000,113452.0,3,1
30564,236,107,8,92,15,2,86.78,7350000,84697.0,2,1
30565,220,107,6,65,42,1,72.63,9900000,136307.0,2,0
30585,236,107,6,62,45,7,81.4,13300000,163391.0,3,0
30587,236,107,8,82,25,3,94.58999999999999,10000000,105719.0,2,1
30589,236,107,8,83,24,2,106.59,10000000,93817.0,3,1
30590,220,107,6,62,45,1,55.53,9500000,171079.0,1,0
30591,220,107,8,50,57,1,89.76,8500000,94697.0,3,0
30592,220,107,7,60,47,6,105.42,20100000,190666.0,3,0
30596,220,107,8,86,21,2,118.19,10350000,87571.0,3,1
30599,220,107,8,95,12,5,55.760000000000005,7080000,126973.0,1,1
30600,220,107,9,50,57,1,61.68,7200000,116732.0,3,0
30602,220,107,9,100,7,3,205.45,26980000,147080.0,3,1
30603,220,107,8,50,57,1,70.56,7900000,111961.0,3,0
30605,220,107,9,71,36,1,99.1,2250000,22704.0,3,0
30606,231,107,7,85,22,1,175.97,15500000,88083.0,4,1
30608,231,107,8,65,42,1,82.88,12900000,155647.0,3,0
30609,231,107,8,98,9,2,173.4,13620000,78547.0,2,1
30613,231,107,8,80,27,1,156.27,10500000,67191.0,3,0
30614,231,107,8,76,31,1,111.19,11800000,106125.0,3,0
30615,222,107,8,83,24,3,99.17,8700000,87728.0,3,1
30618,231,107,3,82,25,3,120.0,15450000,128750.0,3,1
30619,231,107,8,92,15,3,222.26,27000000,121479.0,1,1
30624,244,107,7,97,10,3,136.6,9000000,65886.0,3,1
30625,244,107,7,97,10,3,186.76999999999998,11200000,59967.0,2,1
30627,242,107,8,95,12,2,116.92,10290000,88009.0,3,1
30628,248,107,8,82,25,3,164.38,7500000,45626.0,3,1
30632,242,107,8,93,14,3,145.73000000000002,15500000,106361.0,4,1
30633,242,107,8,62,45,1,78.9,13500000,171103.0,2,0
30637,242,107,8,98,9,3,228.69,22800000,99698.0,4,1
30638,242,107,8,82,25,5,49.11,4750000,96722.0,1,1
30640,242,107,8,68,39,1,96.05,8200000,85372.0,3,0
30641,242,107,9,82,25,3,109.0,8700000,79817.0,3,1
30643,242,107,8,83,24,2,92.02,11300000,122799.0,3,0
30645,244,107,9,98,9,3,243.51999999999998,17000000,69809.0,4,1
30649,244,107,8,94,13,3,144.06,9100000,63168.0,3,1
30655,244,107,9,96,11,3,169.55,15000000,88469.0,4,1
30662,248,107,8,73,34,1,90.57,3900000,43061.0,3,0
30668,234,107,8,63,44,6,142.5,28250000,198246.0,3,0
30672,235,107,8,60,47,6,76.8,14500000,188802.0,3,0
30673,235,107,8,68,39,1,86.14,10000000,116090.0,3,0
30674,234,107,6,78,29,1,57.64,7900000,137058.0,2,0
30675,235,107,8,85,22,5,36.33,5060000,139279.0,1,1
30677,235,107,8,86,21,3,86.36999999999999,10800000,125043.0,2,1
30681,235,107,6,63,44,1,74.17,7000000,94378.0,3,0
30682,235,107,8,68,39,1,101.84,11000000,108013.0,3,0
30684,235,107,8,89,18,2,135.29000000000002,11200000,82785.0,3,1
30685,234,107,9,86,21,2,149.68,14000000,93533.0,3,1
30687,235,107,8,68,39,1,88.92,7500000,84345.0,3,0
30688,241,107,8,82,25,3,134.11,11600000,86496.0,4,1
30689,241,107,8,95,12,3,148.99,16000000,107390.0,3,1
30704,241,107,8,84,23,3,80.58,9200000,114172.0,2,1
30705,247,107,8,84,23,3,136.88,13300000,97165.0,3,1
30708,251,107,8,80,27,2,194.11999999999998,11500000,59242.0,3,0
30709,251,107,8,104,3,3,196.36,11000000,56020.0,3,1
30710,249,107,8,86,21,3,64.44,2530000,39261.0,1,1
30711,251,107,8,107,0,3,160.92000000000002,9980000,64742.0,3,1
30712,251,107,8,85,22,3,76.33,4300000,56334.0,3,1
30714,251,107,8,107,0,3,159.68,9850000,63992.0,3,1
30716,251,107,8,107,0,3,136.2,7700000,58985.0,2,1
30717,251,107,8,107,0,3,136.2,7700000,58985.0,2,1
30718,251,107,8,105,2,3,151.99,8800000,59212.0,2,1
30720,249,107,7,82,25,3,115.2,7280000,63194.0,3,1
30721,221,107,8,82,25,3,161.27999999999997,11850000,73470.0,3,1
30726,221,107,8,88,19,2,150.74,9050000,60037.0,3,1
30727,221,107,8,83,24,2,120.91,6800000,56240.0,3,1
30728,221,107,8,85,22,3,81.78,6200000,75813.0,2,1
30729,208,107,9,66,41,1,98.6,3000000,30426.0,3,0
30736,236,107,7,80,27,3,125.74,12550000,99809.0,3,1
30738,220,107,8,96,11,3,172.94,29080000,168151.0,4,1
30740,220,107,9,68,39,5,20.65,2700000,130751.0,1,0
30742,221,107,8,77,30,1,112.56,6800000,60412.0,3,0
30743,234,107,8,76,31,1,131.91,10700000,81116.0,3,0
30746,244,107,8,97,10,3,320.03,26000000,86100.0,3,1
30748,244,107,8,98,9,3,197.39,13600000,69909.0,4,1
30749,242,107,8,92,15,3,162.21,11000000,67813.0,4,1
30750,248,107,8,93,14,3,142.15,10100000,73263.0,4,1
30751,243,107,7,93,14,3,127.73,10600000,82994.0,3,1
30753,231,107,8,64,43,1,135.8,11880000,87482.0,4,0
30754,231,107,7,70,37,1,123.89,11500000,92824.0,4,0
30755,231,107,7,50,57,1,86.97,8150000,93710.0,0,0
30756,231,107,8,83,24,2,107.35000000000001,10700000,99674.0,3,1
30757,221,107,8,82,25,3,200.10999999999999,13380000,73189.0,4,1
30758,235,107,8,97,10,3,90.5,9280000,102668.0,2,1
30759,234,107,7,60,47,1,83.71,8600000,102736.0,5,0
30761,235,107,8,66,41,1,83.84,9000000,107347.0,3,0
30762,234,107,8,66,41,1,99.6,5100000,51205.0,3,0
30764,241,107,8,91,16,3,96.79,14060000,145263.0,3,1
30765,247,107,8,103,4,3,115.74000000000001,13700000,118369.0,3,1
30766,247,107,8,96,11,2,122.96000000000001,13450000,109385.0,3,1
30768,247,107,8,84,23,3,95.17,9400000,98771.0,3,1
30769,251,107,8,104,3,3,175.38,9800000,58997.0,3,1
30780,220,107,7,68,39,1,86.35,10000000,115808.0,3,0
30781,220,107,8,74,33,1,88.37,8400000,95055.0,4,0
30782,236,107,9,88,19,3,130.67,10000000,98425.0,3,1
30783,220,107,6,98,9,3,132.95,14520000,134805.0,2,1
30785,238,107,8,76,31,1,97.15,6200000,63819.0,3,0
30786,239,107,8,93,14,5,62.14,4600000,74026.0,1,1
30792,239,107,8,93,14,3,84.41,5400000,63973.0,3,1
30796,237,107,8,98,9,3,186.29,14700000,78909.0,4,1
30798,220,107,8,91,16,3,104.51,17000000,162664.0,3,1
30800,220,107,8,67,40,1,59.46,7250000,121931.0,2,0
30801,236,107,8,85,22,3,95.75999999999999,9700000,101295.0,3,1
30802,251,107,8,96,11,3,106.17,7800000,73467.0,3,1
30804,241,107,7,97,10,3,122.41,12200000,120032.0,2,1
30805,241,107,8,68,39,1,84.0,7250000,86310.0,3,0
30807,235,107,8,96,11,5,58.28,10500000,180165.0,1,1
30808,235,107,7,97,10,3,87.06,11150000,128073.0,2,1
30809,234,107,3,98,9,3,118.92,22000000,184998.0,3,1
30810,231,107,7,89,18,3,169.92000000000002,16500000,97105.0,3,1
30811,231,107,7,95,12,6,205.73,16500000,78058.0,5,1
30812,231,107,7,73,34,6,112.38,10000000,88984.0,5,1
30813,243,107,8,78,29,6,124.63,14750000,118350.0,11,0
30814,242,107,8,89,18,3,59.53,6180000,103813.0,1,1
30816,247,107,8,77,30,1,99.58,5600000,56236.0,3,0
30822,248,107,8,84,23,3,135.75,8000000,58932.0,3,1
30823,242,107,7,64,43,1,84.3,19000000,225386.0,2,0
30825,244,107,8,97,10,3,164.89,13000000,78840.0,3,1
30828,220,107,8,65,42,6,90.16,12000000,133097.0,2,0
30833,221,107,8,85,22,1,169.58,12600000,74301.0,4,1
30835,252,107,9,87,20,5,31.28,1000000,31969.0,1,1
30836,251,107,8,107,0,3,133.02,7750000,58262.0,2,0
30837,251,107,5,107,0,3,109.72,6460000,58877.0,2,0
30838,251,107,8,98,9,2,99.23,6500000,65504.0,3,1
30839,251,107,8,106,1,3,133.09,8350000,62739.0,2,1
30840,251,107,8,106,1,3,169.39,9940000,58681.0,3,1
30841,251,107,7,106,1,3,169.43,9450000,55775.0,3,1
30842,251,102,8,106,-4,3,121.6,11500000,111453.0,1,1
30843,251,107,7,107,0,3,108.07,6880000,68720.0,2,1
30844,251,107,8,107,0,3,108.15,6790000,67693.0,2,1
30845,251,107,8,107,0,3,149.24,10310000,76275.0,3,1
30846,251,107,8,107,0,3,158.94,11100000,77833.0,3,1
30847,251,107,8,106,1,3,388.46000000000004,36500000,102907.0,3,1
30848,251,107,7,106,1,3,347.35,30770000,92043.0,3,1
30849,251,107,7,106,1,3,347.35,31730000,95083.0,3,1
30853,247,107,7,79,28,2,142.86,9000000,62999.0,3,1
30856,241,107,8,70,37,1,95.0,7000000,73684.0,4,0
30857,247,107,7,77,30,1,105.44,8800000,83460.0,2,0
30858,247,107,7,86,21,2,106.75,12000000,112412.0,3,0
30859,241,107,8,82,25,2,202.82,10500000,51770.0,4,1
30862,235,107,8,66,41,1,97.6,11360000,116393.0,3,0
30863,235,107,7,64,43,7,87.19,16380000,187866.0,0,0
30864,235,107,8,66,41,1,99.0,9200000,92929.0,3,0
30865,235,107,8,68,39,1,96.72,9660000,99876.0,3,0
30867,235,107,8,64,43,7,56.7,14000000,246914.0,2,0
30868,234,107,8,73,34,1,87.89,8500000,96712.0,3,0
30870,235,107,8,85,22,3,83.88000000000001,11300000,134716.0,2,1
30876,242,107,8,97,10,3,127.21000000000001,8500000,66819.0,2,1
30878,242,107,8,88,19,3,75.47,6100000,80827.0,3,1
30883,242,107,8,66,41,1,88.82,4300000,48413.0,3,0
30884,244,107,8,96,11,3,187.28,15000000,80094.0,4,1
30887,242,107,8,69,38,1,103.06,9000000,87328.0,3,0
30893,244,107,8,84,23,3,136.23000000000002,8500000,62394.0,3,1
30899,242,107,8,57,50,6,120.06,20000000,166583.0,4,0
30902,242,107,8,86,21,2,136.87,11000000,80368.0,3,1
30910,231,107,8,71,36,6,100.68,8000000,79460.0,3,0
30911,231,107,8,92,15,3,185.5,21380000,115256.0,4,1
30912,231,107,8,91,16,3,58.66,9600000,163655.0,1,1
30913,231,107,8,69,38,1,77.73,6700000,86196.0,3,0
30918,231,107,9,101,6,3,58.010000000000005,6900000,118945.0,2,1
30937,220,107,7,64,43,1,102.56,11900000,116030.0,2,0
30939,220,107,9,86,21,3,104.96000000000001,13100000,124809.0,3,1
30940,220,107,6,86,21,3,150.47,26760000,177843.0,3,1
30959,220,107,8,50,57,1,90.53,8650000,95548.0,3,0
30962,236,107,8,88,19,3,88.50999999999999,9880000,111626.0,3,1
30963,236,107,9,82,25,3,64.21000000000001,2210000,34418.0,2,1
30964,220,107,8,85,22,2,116.25,8800000,75699.0,3,0
30965,236,107,8,88,19,3,122.39,10800000,107414.0,3,1
30966,220,107,8,50,57,1,68.82,7800000,113339.0,3,0
30999,220,107,8,86,21,3,146.42000000000002,11650000,79566.0,3,1
31000,220,107,8,99,8,2,79.68,7250000,90989.0,2,1
31001,220,107,6,99,8,3,382.37,64000000,167377.0,4,1
31002,220,107,8,81,26,3,149.3,11750000,78701.0,4,1
31005,236,107,7,103,4,3,167.04000000000002,18670000,124018.0,3,1
31006,220,107,9,50,57,1,70.65,8650000,122435.0,3,0
31007,220,107,8,100,7,3,297.75,39980000,134274.0,4,1
31026,220,107,9,63,44,1,37.54,1100000,29302.0,2,0
31027,220,107,9,63,44,1,37.54,1100000,29302.0,2,0
31028,236,107,9,83,24,3,71.58,7600000,106175.0,2,1
31029,220,107,8,87,20,2,113.25,9700000,85651.0,3,1
31030,220,107,8,95,12,5,55.75,7250000,130045.0,0,1
31146,231,107,7,101,6,3,344.21000000000004,40000000,116208.0,3,1
31147,231,107,5,67,40,1,133.92,15000000,112007.0,4,0
31148,231,107,9,85,22,1,93.48,5390000,57659.0,2,1
31149,231,107,8,70,37,1,84.44,4400000,52108.0,3,0
31150,231,107,8,66,41,1,74.02,8400000,113483.0,3,0
31151,231,107,7,95,12,6,254.44,16500000,64848.0,5,1
31157,231,107,8,84,23,3,252.05,22000000,87284.0,3,1
31159,231,107,8,88,19,2,144.94,19200000,132469.0,3,1
31160,244,107,9,98,9,3,196.14,16000000,86415.0,4,1
31164,244,107,6,83,24,3,122.88,6500000,52897.0,2,1
31166,243,107,8,70,37,1,100.53,6800000,67642.0,4,0
31167,244,107,8,84,23,3,158.51,10500000,66242.0,4,1
31171,242,107,8,65,42,1,72.0,17020000,236389.0,0,0
31180,244,107,9,95,12,3,146.24,10350000,70774.0,3,1
31182,242,107,8,71,36,1,69.96,6000000,85763.0,5,0
31191,242,107,7,84,23,3,60.7,6500000,107084.0,1,1
31193,242,107,6,69,38,1,84.77,12000000,141560.0,4,0
31196,248,107,8,65,42,1,79.95,4300000,53784.0,0,0
31197,235,107,8,87,20,3,195.6,16560000,84663.0,4,1
31198,234,107,8,70,37,2,154.09,6500000,42183.0,3,1
31199,235,107,8,83,24,2,74.94,7780000,103816.0,2,0
31202,235,107,7,86,21,5,34.81,4750000,136455.0,1,1
31203,235,107,9,94,13,3,120.15,13000000,108198.0,4,1
31204,235,107,8,83,24,3,95.11,10700000,112501.0,3,1
31206,235,107,8,64,43,7,88.98,13350000,150034.0,1,0
31208,235,107,8,68,39,1,82.93,6700000,80791.0,3,0
31210,235,107,8,69,38,1,101.55,10500000,103397.0,3,0
31217,247,107,7,80,27,3,193.04,13000000,67344.0,4,1
31220,241,107,8,104,3,3,92.9,12500000,134553.0,2,1
31221,247,107,9,104,3,5,71.86,10000000,139159.0,1,1
31224,241,107,8,68,39,1,79.0,6800000,86076.0,3,0
31228,241,107,8,97,10,3,196.8,20100000,102134.0,4,1
31231,247,107,8,83,24,3,112.03,9650000,86138.0,2,1
31232,241,107,8,67,40,1,88.0,11000000,125000.0,6,0
31233,247,107,9,80,27,2,98.52000000000001,9700000,98457.0,4,0
31234,251,107,9,107,0,3,148.1,8500000,55661.0,3,1
31235,251,107,5,107,0,3,89.3,4520000,50035.0,2,1
31236,251,106,8,107,-1,3,89.3,4750000,53214.0,2,1
31237,251,106,10,107,-1,3,89.3,4690000,53766.0,2,1
31238,251,106,12,107,-1,3,89.3,4850000,53214.0,2,1
31239,251,106,11,107,-1,3,89.3,4610000,52661.0,2,1
31240,251,106,9,107,-1,3,89.30000000000001,4500000,52522.0,2,1
31241,251,106,12,107,-1,3,89.30000000000001,5030000,55701.0,2,1
31242,251,106,12,107,-1,3,89.30000000000001,4900000,53905.0,2,1
31243,251,107,5,107,0,3,149.72,8300000,54982.0,3,1
31244,251,107,5,107,0,3,126.66,7330000,55875.0,3,1
31245,251,107,1,107,0,3,126.66,7010000,54781.0,3,1
31246,251,106,11,107,-1,3,126.66,6600000,52867.0,3,1
31247,251,106,12,107,-1,3,84.9,5180000,61516.0,2,1
31248,251,106,7,107,-1,3,84.9,4300000,50037.0,2,1
31249,251,106,11,107,-1,3,84.9,4400000,52980.0,2,1
31250,251,106,11,107,-1,3,84.9,4550000,52244.0,2,1
31251,251,106,11,107,-1,3,84.9,4880000,57101.0,2,1
31252,251,106,11,107,-1,3,84.9,4650000,53716.0,2,1
31253,251,106,11,107,-1,3,84.9,4400000,52980.0,2,1
31254,251,106,11,107,-1,3,84.9,4550000,55188.0,2,1
31255,251,106,11,107,-1,3,84.9,4800000,55923.0,2,1
31256,251,106,11,107,-1,3,84.9,4580000,52686.0,2,1
31257,251,106,8,107,-1,3,85.85,4610000,52395.0,2,1
31258,251,106,11,107,-1,3,85.85,4680000,53411.0,2,1
31259,251,106,10,107,-1,3,85.85,4700000,53701.0,2,1
31260,251,107,8,107,0,3,152.47,10520000,75977.0,3,1
31261,251,107,9,107,0,3,123.38,7540000,67155.0,2,1
31262,251,107,9,107,0,3,152.47,11800000,86468.0,3,1
31263,251,107,9,107,0,3,161.2,10010000,67768.0,3,1
31264,249,107,9,85,22,3,105.71000000000001,4050000,38312.0,2,1
31265,251,107,9,107,0,3,149.22,10700000,81256.0,3,1
31266,251,107,9,107,0,3,152.47,9490000,67126.0,2,1
31267,251,107,9,107,0,3,122.69,7220000,66898.0,1,1
31268,251,107,9,107,0,3,108.07,7760000,76045.0,2,1
31269,251,107,8,96,11,3,103.95,6300000,60606.0,2,1
31270,251,107,1,107,0,3,167.10000000000002,10200000,62229.0,3,1
31271,251,107,3,107,0,3,167.10000000000002,8950000,53339.0,3,1
31272,251,107,5,107,0,3,167.10000000000002,8800000,52628.0,3,1
31273,251,107,2,107,0,3,167.10000000000002,9310000,55899.0,3,1
31274,251,107,6,107,0,3,165.06,9200000,55828.0,3,1
31275,251,107,4,107,0,3,167.10000000000002,10050000,61162.0,3,1
31276,251,107,1,107,0,3,167.10000000000002,9500000,57251.0,3,1
31277,251,106,12,107,-1,3,165.06,9100000,54761.0,3,1
31278,251,106,10,107,-1,3,167.10000000000002,9320000,55970.0,3,1
